LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_HSE_IND,LEA_HSEPART_HI_M,LEA_HSEPART_HI_F,LEA_HSEPART_AM_M,LEA_HSEPART_AM_F,LEA_HSEPART_AS_M,LEA_HSEPART_AS_F,LEA_HSEPART_HP_M,LEA_HSEPART_HP_F,LEA_HSEPART_BL_M,LEA_HSEPART_BL_F,LEA_HSEPART_WH_M,LEA_HSEPART_WH_F,LEA_HSEPART_TR_M,LEA_HSEPART_TR_F,TOT_HSEPART_M,TOT_HSEPART_F,LEA_HSEPART_EL_M,LEA_HSEPART_EL_F,LEA_HSEPART_IDEA_M,LEA_HSEPART_IDEA_F
"NH","NEW HAMPSHIRE","3304950","Mont Vernon School District","1 School St.","Amherst","03031","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3304960","Moultonborough School District","25 Blake Rd","Moultonborough","03254","No","Yes",0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,1,1
"NH","NEW HAMPSHIRE","3304980","Nashua School District","141 Ledge St.","Nashua","03060","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305010","Nelson School District","193 Maple Avenue","Keene","03431","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305040","New Boston School District","11 School St.","Goffstown","03045","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305070","New Castle School District","48 Post Rd.","Greenland","03840","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305190","Newfields School District","30 Linden st.","Exeter","03833","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305220","Newfound Area School District","20 North Main St.","Bristol","03222","No","Yes",2,0,0,0,0,1,0,0,0,0,9,4,1,2,12,7,0,1,0,1
"NH","NEW HAMPSHIRE","3305250","Newington School District","48 Post Rd.","Greenland","03840","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305280","Newmarket School District","186A Main St.","Newmarket","03857","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305310","Newport School District","86 North Main Street","Newport","03773","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305370","North Hampton School District","201 Atlantic Ave.","North Hampton","03862","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305400","Northumberland School District","15 Preble St.","Groveton","03582","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305430","Northwood School District","Greenbriar Building","Northwood","03261","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305460","Nottingham School District","130 Stage Road","Nottingham","03290","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305520","Oyster River Coop School District","36 Coe Dr.","Durham","03824","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305550","Pelham School District","59A Marsh Road","Pelham","03076","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305580","Pembroke School District","Pembroke Academy","Pembroke","03275","No","Yes",0,0,0,0,0,0,0,0,0,0,4,3,0,2,4,5,0,0,0,0
"NH","NEW HAMPSHIRE","3305670","Piermont School District","131 Route 10","Piermont","03779","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305700","Pittsburg School District","21 Academy St.","Colebrook","03576","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305730","Pittsfield School District","23 Oneida Street Unit 1","Pittsfield","03263","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305760","Plainfield School District","92 Bonner Rd.","Meriden","03770","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305790","Plymouth School District","47 Old Ward Bridge Rd.","Plymouth","03264","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305820","Portsmouth School District","1 Junkins Avenue","Portsmouth","03801","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305830","Profile School District","260 Cottage Street","Littleton","03561","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305880","Raymond School District","43 Harriman Hill Rd.","Raymond","03077","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3305940","Rochester School District","150 Wakefield St.","Rochester","03867","No","Yes",1,2,0,0,0,0,0,0,1,0,30,16,0,1,32,19,0,0,8,3
"NH","NEW HAMPSHIRE","3305970","Rollinsford School District","51 West High Street","SOMERSWORTH","03878","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306000","Rumney School District","47 Old Ward Bridge Rd.","Plymouth","03264","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306030","Rye School District","48 Post Rd.","Greenland","03840","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306060","Salem School District","38 Geremonty Dr.","Salem","03079","No","Yes",1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0
"NH","NEW HAMPSHIRE","3306080","Sanborn Regional School District","51 Church Street","Kingston","03848","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306150","Seabrook School District","256 Walton Rd","Seabrook","03842","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306180","Shaker Regional School District","58 School St.","Belmont","03220","No","Yes",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"NH","NEW HAMPSHIRE","3306240","Somersworth School District","51 West High Street","Somersworth","03878","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306260","Souhegan Cooperative School District","1 School St.","Amherst","03031","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306270","South Hampton School District","219 Main Ave.","South Hampton","03827","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306330","Stark School District","15 Preble St.","Groveton","03582","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306360","Stewartstown School District","21 Academy St.","Colebrook","03576","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306390","Stoddard School District","258 Western Avenue","Henniker","03242","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306420","Strafford School District","28 Roller Coaster Rd","Strafford","03884","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306450","Stratford School District","15 Preble St.","Groveton","03582","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306480","Stratham School District","30 Linden St.","Exeter","03833","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306540","Sunapee School District","70 Lower Main Street","Sunapee","03782","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306600","Tamworth School District","881A Tamworth Road","Tamworth","03886","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306660","Thornton School District","47 Old Ward Bridge Rd.","Plymouth","03264","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306720","Timberlane Regional School District","30 Greenough Rd.","Plaistow","03865","No","Yes",0,0,0,0,1,0,0,0,0,2,9,10,0,0,10,12,0,0,0,0
"NH","NEW HAMPSHIRE","3306750","Unity School District","165 Broad St.","Claremont","03743","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306780","Wakefield School District","76 Taylor Way","Sanbornville","03872","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306870","Warren School District","11 School Street","Warren","03279","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306900","Washington School District","78 School Street","Hillsboro","03244","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306910","Waterville Valley School District","47 Old Ward Bridge Rd.","Plymouth","03264","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306930","Weare School District","258 Western Avenue","Henniker","03242","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3306990","Wentworth School District","47 Old Ward Bridge Rd.","Plymouth","03264","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3307020","Westmoreland School District","193 Maple Avenue","Keene","03431","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3307050","White Mountain Regional School District","14 King Square.","Whitefield","03598","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3307115","Wilton-Lyndeboro School District","192 Forest Road","Lyndeborough","03082","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3307140","Winchester School District","Winchester School District","Winchester","03470","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3307170","Windham School District","19 Haverhill Road","Windham","03087","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3307230","Winnacunnet Coop School District","1 Alumni Dr.","Hampton","03842","No","Yes",1,0,0,0,0,0,0,0,1,0,11,6,0,0,13,6,0,0,3,3
"NH","NEW HAMPSHIRE","3307300","Winnisquam Regional School District","433 West Main St.","Tilton","03276","No","Yes",0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,0,0,0
"NH","NEW HAMPSHIRE","3307330","Coe Brown Academy School District","907 First NH Tpke.","Northwood","03261","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3307360","Pinkerton Academy School District","5 Pinkerton St","Derry","03038","No","Yes",0,0,0,0,0,0,0,0,0,0,24,17,0,1,24,18,0,0,1,0
"NH","NEW HAMPSHIRE","3399923","Haverhill Cooperative SAU Office","2975 Dartmouth College Hwy.","N. Haverhill","03774","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","3399965","Pemi-baker Regional School District","47 Old Ward Bridge Rd.","Plymouth","03264","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NH","NEW HAMPSHIRE","33SOP01","JUVENILE JUSTICE SERVICES - SYSC","1056 River Road","Manchester","03104","Yes","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"NJ","NEW JERSEY","3400004","School District of the Chathams","259 Lafayette Avenue","Chatham","07928","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400005","Morris-Union Jointure Commisson School District","340 Central Avenue","New Providence","07974","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400006","Atlantic County Special Services School District","4805 Nawakwa Boulevard","Mays Landing","08330","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400007","South Bergen Jointure Commission School District","500 Route 17 South","Hasbrouck Heights","07604","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400008","Great Meadows Regional School District","281 Route 46","Great Meadows","07838","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400009","Somerset Hills Regional School District","25 Olcott Avenue","Bernardsville","07924","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400014","Englewood on the Palisades Charter School","65 West Demarest Avenue","Englewood","07631","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400015","Teaneck Community Charter School","563 Chestnut Ave.","Teaneck","07666","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400019","Chartertech High School for the Performing Arts","413 New Rd.","Somers Point","08244","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400020","Discovery Charter School","240 Halsey St.","Newark","07102","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400021","East Orange Community Charter School","99 Washington Street","East Orange","07017","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400022","Marion P. Thomas Charter School","125 Sussex Avenue","Newark","07103","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400023","New Horizons Community Charter School","45-59 Hayes Street","Newark","07103","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400024","North Star Academy Charter School","18 Washington Place","Newark","07102","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400025","Robert Treat Academy Charter School","443 Clifton Avenue","Newark","07104","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400026","Maria L. Varisco-Rogers Charter School","243 Woodside Avenue","Newark","07104","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400029","Elysian Charter School","1460 Garden Street","Hoboken","07030","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400033","Jersey City Community Charter School","128 Danforth Avenue","Jersey City","07305","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400034","Jersey City Golden Door Charter School","3044 Kennedy Blvd","Jersey City","07306","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400035","The Learning Community Charter School","2495 John F Kennedy Blvd","Jersey City","07304","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400036","Soaring Heights Charter School","1 Romar Avenue","Jersey City","07305","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400041","International Charter School of Trenton","105 Grand Street","Trenton","08611","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400042","Pace Charter School of Hamilton","52 Lafayette Ave","Hamilton","08610","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400043","Princeton Charter School","100 Bunn Drive","Princeton","08540","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400046","The Village Charter School","101 Sullivan Way","Trenton","08628","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400047","Greater Brunswick Charter School","429 Joyce Kilmer Avenue","New Brunswick","08901","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400048","Academy Charter High School","1725 Main Street","Lake Como","07719","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400049","Red Bank Charter School","58 Oakland Street","Red Bank","07701","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400051","Unity Charter School","1 Evergreen Place","Morristown","07960","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400052","Classical Academy Charter School of Clifton","1255 Main Ave","Clifton","07011","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400055","Sussex County Technology Charter School","385 N. Church Rd.","Sparta","07871","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400061","The Queen City Academy Charter School District","815 West Seventh","Plainfield","07063","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400064","Gray Charter School","55 Liberty Street","Newark","07102","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400069","Bayshore Jointure Commission School District","100 Tornillo Way","Tinton Falls","07712","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400070","TEAM Academy Charter School","60 Park Place","Newark","07102","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400073","University Academy Charter High School","275 West Side Avenue","Jersey City","07305","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400076","Hope Academy Charter School","601 Grand Avenue","Asbury Park","07712","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400078","LEAP Academy University Charter School","130 N. Broadway","Camden","08102","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400082","Ridge and Valley Charter School","1234 State Route 94","Frelinghuysen","07825","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400083","Union County TEAMS Charter School-High School/College LA","515 West Fourth Street","Plainfield","07060","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400085","OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES","50 East State Street","Trenton","08625","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400087","Paterson Charter School for Science and Technology","196 W Railway Ave","Paterson","07503","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400089","OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION","1001 SPRUCE STREET SUITE 202","TRENTON","08625","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400090","Central Jersey College Prep Charter School","101 Mettlers Road","Somerset","08873","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400660","Absecon Public Schools District","800 Irelan Avenue","Absecon","08201","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400690","Alexandria Township School District","557 County Road 513","Pittstown","08867","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400715","Bergen Arts and Science Charter School","200 MacArthur Ave","Garfield","07026","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400717","Foundation Academy Charter School","363 West State St","Trenton","08618","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400718","Community Charter School of Paterson","75 Spruce St","Paterson","07501","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400719","Pride Academy Charter School District","117 Elmwood Ave","East Orange","07018","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400720","Allamuchy Township School District","1686 County Route 517","Allamuchy","07820","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400723","Paul Robeson Charter School for the Humanities","643 Indiana Ave.","Trenton","08638","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400724","Burch Charter School of Excellence","100 Linden Avenue","Irvington","07111","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400727","The Ethical Community Charter School","95 Broadway","Jersey City","07306","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400729","Vineland Public Charter School","1480 Pennsylvania Ave","Vineland","08332","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NJ","NEW JERSEY","3400730","Newark Educators Community Charter School","88-108 Hill Street","Newark","07102","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
