LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_HSE_IND,LEA_HSEPART_HI_M,LEA_HSEPART_HI_F,LEA_HSEPART_AM_M,LEA_HSEPART_AM_F,LEA_HSEPART_AS_M,LEA_HSEPART_AS_F,LEA_HSEPART_HP_M,LEA_HSEPART_HP_F,LEA_HSEPART_BL_M,LEA_HSEPART_BL_F,LEA_HSEPART_WH_M,LEA_HSEPART_WH_F,LEA_HSEPART_TR_M,LEA_HSEPART_TR_F,TOT_HSEPART_M,TOT_HSEPART_F,LEA_HSEPART_EL_M,LEA_HSEPART_EL_F,LEA_HSEPART_IDEA_M,LEA_HSEPART_IDEA_F
"IL","ILLINOIS","1723200","Lisle CUSD 202","5211 Center Ave","Lisle","60532","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723250","Litchfield CUSD 12","601 S State St","Litchfield","62056","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723350","Lockport Twp HSD 205","1323 E 7th St","Lockport","60441","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723460","Lombard SD 44","150 W Madison St","Lombard","60148","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723640","Brooklyn UD 188","PO Box 250","Lovejoy","62059","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723700","Ludlow CCSD 142","PO Box 130","Ludlow","60949","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723730","Will County SD 92","708 N State St","Lockport","60441","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723850","Lyons SD 103","4100 Joliet Ave","Lyons","60534","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723880","Lyons Twp HSD 204","100 S Brainard Ave","La Grange","60525","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723920","Macomb CUSD 185","323 W Washington St","Macomb","61455","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1723970","Madison CUSD 12","602 Farrish St","Madison","62060","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724000","Maercker SD 60","1 S Cass Ave Ste 202","Westmont","60559","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724060","Mahomet-Seymour CUSD 3","1301 S Bulldog Dr","Mahomet","61853","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724090","Maine Township HSD 207","1177 S Dee Rd","Park Ridge","60068","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724120","Malden CCSD 84","PO Box 216","Malden","61337","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724270","Manhattan SD 114","25632 S Gougar Rd","Manhattan","60442","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724330","Mannheim SD 83","10401 Grand Ave","Franklin Park","60131","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724390","Manteno CUSD 5","84 N Oak St","Manteno","60950","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724420","Northbrook/Glenview SD 30","2374 Shermer Rd","Northbrook","60062","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724480","Kaneland CUSD 302","47W326 Keslinger Rd","Maple Park","60151","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724570","Marengo CHSD 154","110 Franks Rd","Marengo","60152","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724600","Marion CUSD 2","1700 W Cherry St","Marion","62959","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724650","Marissa CUSD 40","1 E Marissa St","Marissa","62257","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724720","Prairie-Hills ESD 144","3015 W 163rd St","Markham","60428","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724750","Maroa Forsyth CUSD 2","641 E Shafer St","Forsyth","62535","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724780","Marquardt SD 15","1860 Glen Ellyn Rd","Glendale Heights","60139","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724870","Marshall CUSD 2C","503 Pine St","Marshall","62441","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724900","Martinsville CUSD 3C","PO Box K","Martinsville","62442","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1724940","Mascoutah CUD 19","421 W Harnett St","Mascoutah","62258","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725000","Massac UD 1","PO Box 530","Metropolis","62960","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725020","Matteson ESD 162","4601 Sauk Trl","Richton Park","60471","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725050","Mattoon CUSD 2","1701 Charleston Ave","Mattoon","61938","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725110","Maywood-Melrose Park-Broadview 89","906 Walton Street","Melrose Park","60160","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725190","Mazon-Verona-Kinsman ESD 2C","1013 North St","Mazon","60444","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725260","McClellan CCSD 12","9475 N IL Highway 148","Mount Vernon","62864","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725290","McHenry CCSD 15","1011 N Green St","McHenry","60050","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725320","McHenry CHSD 156","4716 W Crystal Lake Rd","McHenry","60050","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725500","Medinah SD 11","700 E Granville Ave","Roselle","60172","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725590","CUSD 4","453 W Collins St","Mendon","62351","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725620","Mendota CCSD 289","1806 Guiles Ave","Mendota","61342","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725650","Mendota Twp HSD 280","2300 W Main St","Mendota","61342","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725680","Meredosia-Chambersburg CUSD 11","830 Main St","Meredosia","62665","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725690","Meridian CUSD 223","207 W Main St","Stillman Valley","61084","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725740","Metamora CCSD 1","815 E Chatham St","Metamora","61548","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725770","County of Woodford School","101 Madison Street","Metamora","61548","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1725920","Midlothian SD 143","14959 Pulaski Rd","Midlothian","60445","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726100","Millburn CCSD 24","18550 W Millburn Rd","Old Mill Creek","60083","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726180","Fairfield Comm H S Dist 225","300 W King St","Fairfield","62837","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726190","Millstadt CCSD 160","211 W Mill St","Millstadt","62260","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726250","Miller Twp CCSD 210","3197 E 28th Rd","Marseilles","61341","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726310","Minooka CCSD 201","PO Box 467","Minooka","60447","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726340","Minooka CHSD 111","26655 W Eames St","Channahon","60410","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726370","Mokena SD 159","11244 Willow Crest Ln","Mokena","60448","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726400","Moline-Coal Valley CUSD 40","1619 11th Ave","Moline","61265","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726430","Momence CUSD 1","400 N. Pine","Momence","60954","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726490","Monroe SD 70","5137 W Cisna Rd","Bartonville","61607","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726550","Monticello CUSD 25","2 Sage Dr","Monticello","61856","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726590","Montmorency CCSD 145","9415 Hoover Rd","Rock Falls","61071","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726610","Morris SD 54","54 White Oak Dr","Morris","60450","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726640","Morris CHSD 101","1000 Union St","Morris","60450","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726710","Morrison CUSD 6","100 E. Knox St.","Morrison","61270","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726760","Morrisonville CUSD 1","PO Box 13","Morrisonville","62546","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726800","Morton CUSD 709","1050 S 4th Ave Ste 200","Morton","61550","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726820","Golf ESD 67","9401 Waukegan Rd","Morton Grove","60053","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726850","Morton Grove SD 70","6200 Lake St","Morton Grove","60053","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726880","J S Morton HSD 201","5801 W Cermak Rd","Cicero","60804","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1726970","Meridian CUSD 101","1401 Mounds Rd","Mounds","62964","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727180","Mount Olive CUSD 5","804 W Main St","Mount Olive","62069","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727210","Mount Prospect SD 57","701 W Gregory St","Mount Prospect","60056","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727290","Mt Pulaski CUSD 23","119 N Garden St","Mount Pulaski","62548","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727300","Brown County CUSD 1","502 E Main St","Mount Sterling","62353","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727340","Mount Vernon SD 80","2710 North St","Mount Vernon","62864","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727360","Mt Vernon Twp HSD 201","11101 N Wells Bypass Rd","Mount Vernon","62864","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727390","Mt Zion CUSD 3","1595 W Main St","Mt Zion","62549","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727450","Mulberry Grove CUSD 1","801 W Wall St","Mulberry Grove","62262","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727540","Mundelein ESD 75","470 N Lake St","Mundelein","60060","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727570","Mundelein Cons HSD 120","1500 W Hawley St","Mundelein","60060","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727610","Murphysboro CUSD 186","593 Ava Rd","Murphysboro","62966","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727710","Naperville CUSD 203","203 W Hillside Rd","Naperville","60540","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727720","Nashville CCSD 49","750 E Gorman St","Nashville","62263","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727740","Nashville CHSD 99","1300 S Mill St","Nashville","62263","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727780","Nauvoo-Colusa CUSD 325","2461 N State Highway 96","Nauvoo","62354","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727840","Neoga CUSD 3","PO Box 280","Neoga","62447","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727930","Nettle Creek CCSD 24C","8820 Scott School Rd","Morris","60450","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727960","New Athens CUSD 60","501 Hanft St","New Athens","62264","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1727990","New Berlin CUSD 16","600 N Cedar St","New Berlin","62670","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728110","New Hope CCSD 6","1804 County Road 445 N","Fairfield","62837","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728140","New Lenox SD 122","102 S Cedar Rd","New Lenox","60451","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728160","New Simpson Hill SD 32","95 Tunnel Hill Rd","Tunnel Hill","62972","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728200","New Trier Twp HSD 203","7 Happ Rd","Northfield","60093","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728260","Newark CHSD 18","413 Chicago Rd","Newark","60541","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728270","Newark CCSD 66","503 Chicago Rd","Newark","60541","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728500","Niles ESD 71","6901 W Oakton St","Niles","60714","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728530","Niles Twp HSD 219","7700 Gross Point Rd","Skokie","60077","No","Yes",1,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0
"IL","ILLINOIS","1728560","Nokomis CUSD 22","511 Oberle St","Nokomis","62075","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728620","McLean County USD 5","1809 Hovey Ave","Normal","61761","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728650","Norridge SD 80","8151 W Lawrence Ave","Norridge","60706","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728700","North Boone CUSD 200","6248 N Boone School Rd","Poplar Grove","61065","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728810","North Clay CUSD 25","PO Box C","Louisville","62858","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728890","North Palos SD 117","7825 W 103rd St","Palos Hills","60465","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728920","N Pekin & Marquette Hght SD 102","51 Yates Rd","Marquette Heights","61554","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1728980","Northbrook SD 28","1475 Maple Ave","Northbrook","60062","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729010","Northfield Twp HSD 225","3801 W Lake Ave","Glenview","60026","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729040","Norwood ESD 63","6521 W. Farmington Rd.","Peoria","61604","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729100","Oak Grove SD 68 Bartonville","6018 W Lancaster Rd","Bartonville","61607","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729130","Oak Grove SD 68 Green Oaks","1700 O'Plaine Rd","Libertyville","60048","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729190","Oak Lawn-Hometown SD 123","4201 W 93rd St","Oak Lawn","60453","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729220","Oak Lawn CHSD 229","9400 Southwest Hwy","Oak Lawn","60453","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729250","Oak Park ESD 97","260 Madison St","Oak Park","60302","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729280","Oak Park - River Forest SD 200","201 N Scoville Ave","Oak Park","60302","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729310","Oakdale CCSD 1","280 E Main St","Oakdale","62268","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729340","Oakland CUSD 5","310 Teeter St","Oakland","61943","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729420","Oblong CUSD 4","PO Box 40","Oblong","62449","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729520","Odell CCSD 435","203 N East St","Odell","60460","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729670","Oglesby ESD 125","755 Bennett Ave","Oglesby","61348","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729700","Ohio CCSD 17","PO Box 478","Ohio","61349","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729730","Ohio CHSD 505","PO Box 478","Ohio","61349","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729760","O Fallon CCSD 90","118 E Washington St","O Fallon","62269","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729790","O Fallon Twp HSD 203","600 S Smiley St","O Fallon","62269","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729890","Olympia CUSD 16","903 E 800 North Rd","Stanford","61774","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1729940","R O W V A CUSD 208","PO Box 69","Oneida","61467","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1730060","Orangeville CUSD 203","201 S. Orange St","Orangeville","61060","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"IL","ILLINOIS","1730160","Oregon CUSD 220","206 S 10th St","Oregon","61061","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
