Report ID : 6,,,,,,,,,,
Type of Data: Final,,,,,,,,,,
Report Date:11/23/2021,,,,,,,,,,
Run Date: 10/1/2025,,,,,,,,,,
,,,,,,,,,,
"New Hampshire Department of Education
Division of Education Analytics and Resources
Bureau of Educational Statistics
25 Hall Street, Concord, NH 03301",,,,,,,,,,
,,,,,,,,,,
"School Administrative Unit Enrollments In New Hampshire Public Schools
As of October 1, 2021",,,,,,,,,,
,,,,,,,,,,
SAU #,SAU Name,District #,District Name,Pre-School,Kindergarten,Elementary,Middle,High,Post Grad,Total
,,,State Total,"3,848","11,212","68,473","30,764","54,278",45,"168,620"
1,Contoocook Valley ,112,Contoocook Valley,62,141,583,580,696,0,"2,062"
2,Inter-Lakes Cooperative ,23,Ashland,0,19,147,0,0,0,166
2,Inter-Lakes Cooperative ,269,Inter-Lakes Cooperative,19,54,569,0,293,0,935
3,Berlin ,51,Berlin,1,70,378,247,355,0,"1,051"
4,Newfound Area ,388,Newfound Area,0,63,308,260,404,2,"1,037"
4,Pasquaney ,388,Pasquaney,28,21,94,0,0,0,143
5,Oyster River ,423,Oyster River Coop,29,128,486,629,857,1,"2,130"
6,Claremont ,101,Claremont,53,105,593,385,539,1,"1,676"
6,Claremont ,539,Unity,3,11,80,0,0,0,94
7,Colebrook ,105,Colebrook,8,28,177,0,105,0,318
7,Colebrook ,437,Pittsburg,1,6,40,0,34,0,81
7,Colebrook ,501,Stewartstown,1,5,55,0,0,0,61
8,Concord ,111,Concord,68,293,"1,353",861,"1,504",0,"4,079"
9,Conway ,35,Bartlett,14,23,131,0,0,0,168
9,Conway ,113,Conway,0,67,525,229,725,1,"1,547"
9,Conway ,271,Jackson,0,2,42,0,0,0,44
10,Derry Cooperative ,131,Derry Cooperative,111,300,"1,637","1,071",0,0,"3,119"
11,Dover ,141,Dover,47,231,922,"1,074","1,530",0,"3,804"
12,Londonderry ,319,Londonderry,110,278,"1,467",911,"1,377",0,"4,143"
13,Tamworth ,187,Freedom,0,6,30,0,0,0,36
13,Tamworth ,333,Madison,0,13,117,0,0,0,130
13,Tamworth ,525,Tamworth,0,27,166,0,0,0,193
14,Epping ,165,Epping,33,68,350,182,245,0,878
15,Hooksett ,29,Auburn,0,69,560,0,0,0,629
15,Hooksett ,79,Candia,0,22,253,0,0,0,275
15,Hooksett ,261,Hooksett,16,115,655,433,0,0,"1,219"
16,Exeter ,63,Brentwood,12,41,236,0,0,0,289
16,Exeter ,153,East Kingston,0,30,106,0,0,0,136
16,Exeter ,172,Exeter Region Cooperative,0,0,0,966,"1,509",0,"2,475"
16,Exeter ,173,Exeter,33,118,699,0,0,0,850
16,Exeter ,281,Kensington,0,18,110,0,0,0,128
16,Exeter ,387,Newfields,0,21,95,0,0,0,116
16,Exeter ,511,Stratham,23,81,435,0,0,0,539
17,Sanborn Regional ,476,Sanborn Regional,32,97,524,203,560,0,"1,416"
18,Franklin ,185,Franklin,18,64,568,0,267,0,917
19,Goffstown ,199,Goffstown,65,140,690,862,"1,000",0,"2,757"
19,Goffstown ,377,New Boston,24,32,443,0,0,0,499
20,Gorham ,171,Errol,0,0,8,0,0,0,8
20,Gorham ,203,Gorham Randolph Shelburne Cooperative,0,32,125,94,142,0,393
