Report ID : 6,,,,,,,,,,
Type of Data: Final,,,,,,,,,,
Report Date:1/10/2019,,,,,,,,,,
Run Date: 10/1/2025,,,,,,,,,,
,,,,,,,,,,
"New Hampshire Department of Education
Division of Education Analytics and Resources
Bureau of Educational Statistics
25 Hall Street, Concord, NH 03301",,,,,,,,,,
,,,,,,,,,,
"School Administrative Unit Enrollments In New Hampshire Public Schools
As of October 1, 2017",,,,,,,,,,
,,,,,,,,,,
SAU #,SAU Name,District #,District Name,Pre-School,Kindergarten,Elementary,Middle,High,Post Grad,Total
,,,State Total,"3,876","11,415","74,353","32,649","56,032",3,"178,328"
1,Contoocook Valley ,112,Contoocook Valley,60,155,582,659,725,0,"2,181"
2,Inter-Lakes Cooperative ,23,Ashland,0,24,135,0,0,0,159
2,Inter-Lakes Cooperative ,269,Inter-Lakes Cooperative,24,79,600,0,328,0,"1,031"
3,Berlin ,51,Berlin,0,96,388,286,392,0,"1,162"
4,Newfound Area ,388,Newfound Area,0,56,325,312,377,0,"1,070"
4,Pasquaney ,388,Pasquaney,27,16,104,0,0,0,147
5,Oyster River ,423,Oyster River Coop,0,119,576,659,793,0,"2,147"
6,Claremont ,101,Claremont,50,143,670,387,543,0,"1,793"
6,Claremont ,539,Unity,7,8,99,0,0,0,114
7,Colebrook ,105,Colebrook,9,24,181,0,113,0,327
7,Colebrook ,437,Pittsburg,2,6,56,0,30,0,94
7,Colebrook ,501,Stewartstown,4,8,64,0,0,0,76
8,Concord ,111,Concord,83,276,"1,568",971,"1,648",0,"4,546"
9,Conway ,35,Bartlett,0,25,158,0,0,0,183
9,Conway ,113,Conway,0,89,639,286,741,0,"1,755"
9,Conway ,271,Jackson,0,3,37,0,0,0,40
10,Derry Cooperative ,131,Derry Cooperative,93,282,"1,825","1,177",0,0,"3,377"
11,Dover ,141,Dover,47,268,"1,140","1,207","1,320",0,"3,982"
12,Londonderry ,319,Londonderry,121,273,"1,478",968,"1,495",0,"4,335"
13,Tamworth ,187,Freedom,18,7,48,0,0,0,73
13,Tamworth ,333,Madison,0,20,117,0,0,0,137
13,Tamworth ,525,Tamworth,0,22,172,0,0,0,194
14,Epping ,165,Epping,36,78,369,219,279,0,981
15,Hooksett ,29,Auburn,0,49,557,0,0,0,606
15,Hooksett ,79,Candia,0,23,274,0,0,0,297
15,Hooksett ,261,Hooksett,21,91,707,485,0,0,"1,304"
16,Exeter ,63,Brentwood,5,40,266,0,0,0,311
16,Exeter ,153,East Kingston,0,21,123,0,0,0,144
16,Exeter ,172,Exeter Region Cooperative,0,0,0,"1,258","1,687",0,"2,945"
16,Exeter ,173,Exeter,34,128,825,0,0,0,987
16,Exeter ,281,Kensington,0,20,89,0,0,0,109
16,Exeter ,387,Newfields,0,22,103,0,0,0,125
16,Exeter ,511,Stratham,13,84,446,0,0,0,543
17,Sanborn Regional ,476,Sanborn Regional,47,93,482,335,636,0,"1,593"
18,Franklin ,185,Franklin,29,61,239,380,311,0,"1,020"
19,Goffstown ,199,Goffstown,56,121,668,840,"1,114",0,"2,799"
19,Goffstown ,377,New Boston,24,39,492,0,0,0,555
20,Gorham ,171,Errol,0,1,15,0,0,0,16
20,Gorham ,203,Gorham Randolph Shelburne Cooperative,0,21,148,106,123,0,398
20,Gorham ,355,Milan,19,13,91,0,0,0,123
21,Winnacunnet ,227,Hampton Falls,0,23,210,0,0,0,233
21,Winnacunnet ,405,North Hampton,15,37,321,0,0,0,373
21,Winnacunnet ,485,Seabrook,51,79,586,0,0,0,716
21,Winnacunnet ,495,South Hampton,0,9,70,0,0,0,79
21,Winnacunnet ,581,Winnacunnet Cooperative,0,0,0,0,"1,051",0,"1,051"
23,Haverhill Cooperative ,39,Bath,0,9,69,0,0,0,78
23,Haverhill Cooperative ,238,Haverhill Cooperative,41,58,151,245,200,0,695
23,Haverhill Cooperative ,435,Piermont,3,6,55,0,0,0,64
23,Haverhill Cooperative ,549,Warren,6,8,63,0,0,0,77
24,Henniker ,245,Henniker,30,37,340,0,0,0,407
24,Henniker ,275,John Stark Regional,0,0,0,0,663,0,663
24,Henniker ,503,Stoddard,0,11,63,0,0,0,74
24,Henniker ,555,Weare,28,60,575,354,0,0,"1,017"
25,Bedford ,41,Bedford,63,194,"1,950",754,"1,491",0,"4,452"
26,Merrimack ,351,Merrimack,135,193,"1,631",596,"1,200",0,"3,755"
27,Litchfield ,315,Litchfield,40,53,329,418,458,0,"1,298"
28,Pelham ,425,Pelham,42,72,"1,149",0,651,0,"1,914"
29,Keene ,95,Chesterfield,0,32,249,0,0,0,281
29,Keene ,235,Harrisville,0,11,41,0,0,0,52
29,Keene ,279,Keene,94,176,973,694,"1,388",0,"3,325"
29,Keene ,339,Marlborough,12,15,154,0,0,0,181
29,Keene ,341,Marlow,3,5,27,0,0,0,35
29,Keene ,375,Nelson,0,14,56,0,0,0,70
29,Keene ,563,Westmoreland,0,18,124,0,0,0,142
30,Laconia ,285,Laconia,77,134,771,416,547,0,"1,945"
31,Newmarket ,399,Newmarket,32,79,668,0,267,0,"1,046"
32,Plainfield ,441,Plainfield,0,24,180,0,0,0,204
33,Raymond ,453,Raymond,39,84,379,401,373,0,"1,276"
34,Hillsboro-Deering ,251,Hillsboro-Deering Cooperative,31,66,390,310,342,0,"1,139"
34,Hillsboro-Deering ,551,Washington,0,11,34,0,0,0,45
35,SAU #35 Office,53,Bethlehem,12,28,117,0,0,0,157
35,SAU #35 Office,288,Lafayette Regional,0,17,107,0,0,0,124
35,SAU #35 Office,291,Landaff,5,3,14,0,0,0,22
35,SAU #35 Office,306,Lisbon Regional,0,31,137,66,103,0,337
35,SAU #35 Office,450,Profile,0,0,0,85,143,1,229
36,White Mountains Regional ,568,White Mountains Regional,51,58,637,0,364,0,"1,110"
37,Manchester ,335,Manchester,351,"1,013","5,299","2,944","4,014",0,"13,621"
39,Amherst ,17,Amherst,35,108,529,637,0,0,"1,309"
39,Amherst ,367,Mont Vernon,0,31,154,0,0,0,185
39,Amherst ,493,Souhegan Cooperative,0,0,0,0,787,0,787
40,Milford ,357,Milford,24,114,788,567,846,0,"2,339"
41,Hollis-Brookline ,71,Brookline,37,73,440,0,0,0,550
41,Hollis-Brookline ,259,Hollis,20,65,581,0,0,0,666
41,Hollis-Brookline ,260,Hollis-Brookline Cooperative,0,0,0,419,806,0,"1,225"
42,Nashua ,371,Nashua,276,750,"4,195","2,381","3,473",0,"11,075"
43,Newport ,401,Newport,35,51,361,197,350,0,994
44,Northwood ,411,Northwood,0,41,340,0,0,0,381
44,Nottingham ,413,Nottingham,0,38,473,0,0,0,511
44,Strafford ,507,Strafford,0,42,371,0,0,0,413
45,Moultonborough ,369,Moultonborough,13,27,208,79,170,0,497
46,SAU #46 Office,19,Andover,0,19,230,0,0,0,249
46,SAU #46 Office,352,Merrimack Valley,46,175,850,546,832,0,"2,449"
47,Jaffrey-Rindge ,274,Jaffrey-Rindge Cooperative,37,114,546,328,379,0,"1,404"
48,Plymouth ,75,Campton,23,28,259,0,0,0,310
48,Plymouth ,257,Holderness,0,15,147,0,0,0,162
48,Plymouth ,428,Pemi-Baker Regional,0,0,0,0,676,0,676
48,Plymouth ,447,Plymouth,28,30,361,0,0,0,419
48,Plymouth ,467,Rumney,0,10,96,0,0,0,106
48,Plymouth ,531,Thornton,0,25,180,0,0,0,205
48,Plymouth ,553,Waterville Valley,0,3,18,0,0,0,21
48,Plymouth ,559,Wentworth,0,9,50,0,0,0,59
49,Governor Wentworth Regional ,208,Governor Wentworth Regional,42,134,979,397,774,0,"2,326"
50,Greenland ,215,Greenland,0,45,369,0,0,0,414
