Report ID : 6,,,,,,,,,,
Type of Data: Final,,,,,,,,,,
Report Date:2/16/2016,,,,,,,,,,
Run Date: 10/1/2025,,,,,,,,,,
,,,,,,,,,,
"New Hampshire Department of Education
Division of Education Analytics and Resources
Bureau of Educational Statistics
25 Hall Street, Concord, NH 03301",,,,,,,,,,
,,,,,,,,,,
"School Administrative Unit Enrollments In New Hampshire Public Schools
As of October 1, 2015",,,,,,,,,,
,,,,,,,,,,
SAU #,SAU Name,District #,District Name,Pre-School,Kindergarten,Elementary,Middle,High,Post Grad,Total
,,,State Total,"3,670","11,187","75,987","33,060","57,422",13,"181,339"
1,Contoocook Valley ,112,Contoocook Valley,61,132,604,650,787,0,"2,234"
2,Inter-Lakes Cooperative ,23,Ashland,0,18,127,0,0,0,145
2,Inter-Lakes Cooperative ,269,Inter-Lakes Cooperative,24,73,626,0,327,8,"1,058"
3,Berlin ,51,Berlin,0,81,395,270,437,0,"1,183"
4,Newfound Area ,388,Newfound Area,0,67,343,299,381,0,"1,090"
4,Pasquaney ,388,Pasquaney,21,19,91,0,0,0,131
5,Oyster River ,423,Oyster River Coop,0,107,560,673,714,0,"2,054"
6,Claremont ,101,Claremont,36,131,691,397,528,0,"1,783"
6,Claremont ,539,Unity,5,11,105,0,0,0,121
6,Cornish ,115,Cornish,1,2,79,0,0,0,82
7,Colebrook ,105,Colebrook,8,29,207,0,114,0,358
7,Colebrook ,437,Pittsburg,1,6,47,0,38,0,92
7,Colebrook ,501,Stewartstown,0,5,73,0,0,0,78
8,Concord ,111,Concord,91,266,"1,656",960,"1,701",0,"4,674"
9,Conway ,35,Bartlett,0,16,173,0,0,0,189
9,Conway ,113,Conway,0,108,630,277,816,0,"1,831"
9,Conway ,271,Jackson,0,1,36,0,0,0,37
10,Derry Cooperative ,131,Derry Cooperative,90,304,"1,858","1,229",0,0,"3,481"
11,Dover ,141,Dover,43,315,"1,220","1,157","1,332",0,"4,067"
12,Londonderry ,319,Londonderry,111,237,"1,423",996,"1,584",0,"4,351"
13,Tamworth ,187,Freedom,13,6,48,0,0,0,67
13,Tamworth ,333,Madison,0,16,118,0,0,0,134
13,Tamworth ,525,Tamworth,0,19,190,0,0,0,209
14,Epping ,165,Epping,45,80,372,219,276,0,992
15,Hooksett ,29,Auburn,0,45,541,0,0,0,586
15,Hooksett ,79,Candia,0,33,296,0,0,0,329
15,Hooksett ,261,Hooksett,31,109,756,487,0,0,"1,383"
16,Exeter ,63,Brentwood,8,36,284,0,0,0,328
16,Exeter ,153,East Kingston,0,21,124,0,0,0,145
16,Exeter ,172,Exeter Region Cooperative,0,0,0,"1,284","1,734",0,"3,018"
16,Exeter ,173,Exeter,35,128,849,0,0,0,"1,012"
16,Exeter ,281,Kensington,0,11,98,0,0,0,109
16,Exeter ,387,Newfields,0,19,119,0,0,0,138
16,Exeter ,511,Stratham,13,64,493,0,0,0,570
17,Sanborn Regional ,476,Sanborn Regional,41,89,528,397,659,0,"1,714"
18,Franklin ,185,Franklin,18,85,364,301,371,0,"1,139"
18,Hill ,247,Hill,0,7,57,0,0,0,64
19,Goffstown ,199,Goffstown,59,114,645,863,"1,107",0,"2,788"
19,Goffstown ,377,New Boston,25,36,464,0,0,0,525
20,Gorham ,171,Errol,0,3,11,0,0,0,14
20,Gorham ,203,Gorham Randolph Shelburne Cooperative,0,20,154,115,138,0,427
20,Gorham ,355,Milan,24,18,97,0,0,0,139
21,Winnacunnet ,227,Hampton Falls,0,15,229,0,0,0,244
21,Winnacunnet ,405,North Hampton,15,31,363,0,0,0,409
21,Winnacunnet ,485,Seabrook,45,77,598,0,0,0,720
21,Winnacunnet ,495,South Hampton,0,5,62,0,0,0,67
21,Winnacunnet ,581,Winnacunnet Cooperative,0,0,0,0,"1,083",0,"1,083"
23,Haverhill Cooperative ,39,Bath,0,10,72,0,0,0,82
23,Haverhill Cooperative ,238,Haverhill Cooperative,42,47,144,251,223,0,707
23,Haverhill Cooperative ,435,Piermont,6,5,51,0,0,0,62
23,Haverhill Cooperative ,549,Warren,10,13,69,0,0,0,92
24,Henniker ,245,Henniker,25,40,324,0,0,0,389
24,Henniker ,275,John Stark Regional,0,0,0,0,688,0,688
24,Henniker ,503,Stoddard,0,12,69,0,0,0,81
24,Henniker ,555,Weare,28,59,542,353,0,0,982
25,Bedford ,41,Bedford,70,191,"1,990",751,"1,477",0,"4,479"
26,Merrimack ,351,Merrimack,104,208,"1,646",578,"1,210",0,"3,746"
27,Litchfield ,315,Litchfield,35,53,334,457,498,0,"1,377"
28,Pelham ,425,Pelham,47,66,"1,231",0,627,0,"1,971"
29,Keene ,95,Chesterfield,0,28,243,0,0,0,271
29,Keene ,235,Harrisville,0,7,42,0,0,0,49
29,Keene ,279,Keene,71,182,988,680,"1,363",0,"3,284"
29,Keene ,339,Marlborough,0,19,166,0,0,0,185
29,Keene ,341,Marlow,0,1,23,0,0,0,24
29,Keene ,375,Nelson,0,17,63,0,0,0,80
29,Keene ,563,Westmoreland,0,11,129,0,0,0,140
30,Laconia ,285,Laconia,44,162,771,428,586,0,"1,991"
31,Newmarket ,399,Newmarket,28,80,672,0,259,0,"1,039"
32,Plainfield ,441,Plainfield,0,28,185,0,0,0,213
33,Raymond ,453,Raymond,53,85,430,411,441,0,"1,420"
34,Hillsboro-Deering ,251,Hillsboro-Deering Cooperative,44,73,438,288,380,0,"1,223"
34,Hillsboro-Deering ,551,Washington,0,4,48,0,0,0,52
35,SAU #35 Office,53,Bethlehem,10,18,142,0,0,0,170
35,SAU #35 Office,288,Lafayette Regional,0,10,102,0,0,0,112
35,SAU #35 Office,291,Landaff,8,3,10,0,0,0,21
35,SAU #35 Office,306,Lisbon Regional,0,24,135,58,114,0,331
35,SAU #35 Office,450,Profile,0,0,0,63,177,1,241
36,White Mountains Regional ,568,White Mountains Regional,42,62,647,0,394,0,"1,145"
37,Manchester ,335,Manchester,360,"1,014","5,513","3,041","4,390",0,"14,318"
39,Amherst ,17,Amherst,36,96,492,624,0,0,"1,248"
39,Amherst ,367,Mont Vernon,0,20,172,0,0,0,192
39,Amherst ,493,Souhegan Cooperative,0,0,0,0,831,0,831
40,Milford ,357,Milford,24,107,835,626,825,0,"2,417"
41,Hollis-Brookline ,71,Brookline,26,60,472,0,0,0,558
41,Hollis-Brookline ,259,Hollis,19,49,574,0,0,0,642
41,Hollis-Brookline ,260,Hollis-Brookline Cooperative,0,0,0,405,812,0,"1,217"
42,Nashua ,371,Nashua,297,696,"4,377","2,425","3,545",0,"11,340"
43,Croydon ,117,Croydon,0,1,23,0,0,0,24
43,Newport ,401,Newport,43,73,399,155,337,0,"1,007"
44,Northwood ,411,Northwood,0,31,371,0,0,0,402
44,Nottingham ,413,Nottingham,0,51,464,0,0,0,515
44,Strafford ,507,Strafford,0,31,365,0,0,0,396
45,Moultonborough ,369,Moultonborough,13,34,200,81,182,0,510
46,SAU #46 Office,19,Andover,0,29,209,0,0,0,238
46,SAU #46 Office,352,Merrimack Valley,51,175,907,596,846,0,"2,575"
47,Jaffrey-Rindge ,274,Jaffrey-Rindge Cooperative,42,107,550,295,422,0,"1,416"
48,Plymouth ,75,Campton,14,28,266,0,0,0,308
48,Plymouth ,257,Holderness,0,13,141,0,0,0,154
48,Plymouth ,428,Pemi-Baker Regional,0,0,0,0,682,0,682
48,Plymouth ,447,Plymouth,29,35,357,0,0,0,421
48,Plymouth ,467,Rumney,0,8,85,0,0,0,93
48,Plymouth ,531,Thornton,0,13,169,0,0,0,182
48,Plymouth ,553,Waterville Valley,0,6,27,0,0,0,33
48,Plymouth ,559,Wentworth,0,6,52,0,0,0,58
49,Governor Wentworth Regional ,208,Governor Wentworth Regional,41,147,957,383,799,0,"2,327"
50,Greenland ,215,Greenland,0,37,354,0,0,0,391
50,Greenland ,381,New Castle,0,2,37,0,0,0,39
50,Greenland ,391,Newington,0,7,33,0,0,0,40
50,Greenland ,471,Rye,0,49,393,0,0,0,442
51,Pittsfield ,439,Pittsfield,18,40,249,91,158,0,556
52,Portsmouth ,449,Portsmouth,20,161,854,529,"1,110",0,"2,674"
53,Pembroke ,9,Allenstown,0,28,319,0,0,0,347
53,Pembroke ,99,Chichester,0,19,201,0,0,0,220
53,Pembroke ,127,Deerfield,35,58,405,0,0,0,498
53,Pembroke ,167,Epsom,0,40,397,0,0,0,437
53,Pembroke ,427,Pembroke,0,79,690,0,830,2,"1,601"
54,Rochester ,461,Rochester,98,289,"1,610",891,"1,467",0,"4,355"
55,Hampstead ,223,Hampstead,27,76,354,447,0,0,904
55,Timberlane Regional ,534,Timberlane Regional,100,196,"1,257",869,"1,231",0,"3,653"
56,Rollinsford ,463,Rollinsford,0,21,134,0,0,0,155
