Indicator Category,Indicator Name,School / District,School / District Level,School / District Type,Region,Entity ID,Entity Name,Category,2024,2023,2022
Profile,Students with Disability (%),District,District,District,Southwest,717,Surry Village Charter School,Profile,29.90%,28.72%,25.81%
Profile,Students with Disability (%),District,District,District,Southwest,719,Ledyard Charter School,Profile,29.55%,*N,*N
Profile,Students with Disability (%),District,District,District,Southwest,722,Lionheart Classical Academy Chartered Public School,Profile,<10.00%,<10.00%,
Profile,Students with Disability (%),District,District,District,Southwest,724,River View Chartered Public School,Profile,*N,,
Profile,Students with Disability (%),District,District,District,Southwest,750,Gathering Waters Charter School,Profile,17.65%,14.66%,10.96%
Profile,Total Enrollment,District,District,District,Lakes Region,15,Alton,Profile,418,417,408
Profile,Total Enrollment,District,District,District,Lakes Region,19,Andover,Profile,192,185,210
Profile,Total Enrollment,District,District,District,Lakes Region,23,Ashland,Profile,149,159,166
Profile,Total Enrollment,District,District,District,Lakes Region,31,Barnstead,Profile,483,469,492
Profile,Total Enrollment,District,District,District,Lakes Region,57,Bow,Profile,1659,1656,1687
Profile,Total Enrollment,District,District,District,Lakes Region,75,Campton,Profile,281,280,317
Profile,Total Enrollment,District,District,District,Lakes Region,111,Concord,Profile,3894,4006,4070
Profile,Total Enrollment,District,District,District,Lakes Region,149,Dunbarton,Profile,242,255,236
Profile,Total Enrollment,District,District,District,Lakes Region,185,Franklin,Profile,884,934,916
Profile,Total Enrollment,District,District,District,Lakes Region,187,Freedom,Profile,48,48,36
Profile,Total Enrollment,District,District,District,Lakes Region,191,Gilford,Profile,1092,1126,1125
Profile,Total Enrollment,District,District,District,Lakes Region,195,Gilmanton,Profile,359,365,364
Profile,Total Enrollment,District,District,District,Lakes Region,208,Governor Wentworth Regional,Profile,2115,2131,2108
Profile,Total Enrollment,District,District,District,Lakes Region,247,Hill,Profile,64,63,49
Profile,Total Enrollment,District,District,District,Lakes Region,257,Holderness,Profile,150,152,144
Profile,Total Enrollment,District,District,District,Lakes Region,269,Inter-Lakes Cooperative,Profile,869,853,881
Profile,Total Enrollment,District,District,District,Lakes Region,285,Laconia,Profile,1813,1238,1832
Profile,Total Enrollment,District,District,District,Lakes Region,333,Madison,Profile,114,124,130
Profile,Total Enrollment,District,District,District,Lakes Region,343,Mascoma Valley Regional,Profile,1076,1088,1075
Profile,Total Enrollment,District,District,District,Lakes Region,352,Merrimack Valley,Profile,2212,2225,2205
Profile,Total Enrollment,District,District,District,Lakes Region,369,Moultonborough,Profile,476,484,498
Profile,Total Enrollment,District,District,District,Lakes Region,388,Newfound Area,Profile,1167,1165,1176
Profile,Total Enrollment,District,District,District,Lakes Region,428,Pemi-Baker Regional,Profile,640,644,621
Profile,Total Enrollment,District,District,District,Lakes Region,439,Pittsfield,Profile,494,517,544
Profile,Total Enrollment,District,District,District,Lakes Region,447,Plymouth,Profile,384,387,368
Profile,Total Enrollment,District,District,District,Lakes Region,467,Rumney,Profile,86,85,71
Profile,Total Enrollment,District,District,District,Lakes Region,486,Shaker Regional,Profile,1130,1161,1197
Profile,Total Enrollment,District,District,District,Lakes Region,525,Tamworth,Profile,182,184,193
Profile,Total Enrollment,District,District,District,Lakes Region,531,Thornton,Profile,173,185,189
Profile,Total Enrollment,District,District,District,Lakes Region,553,Waterville Valley,Profile,43,51,55
Profile,Total Enrollment,District,District,District,Lakes Region,559,Wentworth,Profile,73,67,67
Profile,Total Enrollment,District,District,District,Lakes Region,582,Winnisquam Regional,Profile,1221,1286,1340
Profile,Total Enrollment,District,District,District,Lakes Region,704,Mountain Village Charter School,Profile,114,108,103
Profile,Total Enrollment,District,District,District,Lakes Region,723,CSI Charter School,Profile,47,32,24
Profile,Total Enrollment,District,District,District,Lakes Region,725,Academy for Science and Design Charter School,Profile,640,543,532
Profile,Total Enrollment,District,District,District,Lakes Region,726,Benjamin Franklin Academy Chartered Public School,Profile,50,,
Profile,Total Enrollment,District,District,District,Lakes Region,743,Compass Classical Academy Charter School,Profile,163,128,122
Profile,Total Enrollment,District,District,District,Lakes Region,744,MicroSociety Academy Charter School Foundation,Profile,306,297,248
Profile,Total Enrollment,District,District,District,Lakes Region,970,Prospect Mountain JMA,Profile,401,386,412
Profile,Total Enrollment,District,District,District,North Country,35,Bartlett,Profile,169,189,168
Profile,Total Enrollment,District,District,District,North Country,39,Bath,Profile,47,61,65
Profile,Total Enrollment,District,District,District,North Country,47,Benton,Profile,,,NA
Profile,Total Enrollment,District,District,District,North Country,51,Berlin,Profile,1004,1008,1048
Profile,Total Enrollment,District,District,District,North Country,53,Bethlehem,Profile,140,151,140
Profile,Total Enrollment,District,District,District,North Country,91,Chatham,Profile,NA,NA,NA
Profile,Total Enrollment,District,District,District,North Country,103,Clarksville,Profile,NA,NA,
Profile,Total Enrollment,District,District,District,North Country,105,Colebrook,Profile,302,316,318
Profile,Total Enrollment,District,District,District,North Country,113,Conway,Profile,1518,1535,1546
Profile,Total Enrollment,District,District,District,North Country,159,Eaton,Profile,,,NA
Profile,Total Enrollment,District,District,District,North Country,171,Errol,Profile,13,12,*N
Profile,Total Enrollment,District,District,District,North Country,203,Gorham Randolph Shelburne Cooperative,Profile,368,380,393
Profile,Total Enrollment,District,District,District,North Country,222,Hale's Location (Carroll County),Profile,NA,NA,
Profile,Total Enrollment,District,District,District,North Country,238,Haverhill Cooperative,Profile,650,651,658
Profile,Total Enrollment,District,District,District,North Country,271,Jackson,Profile,38,48,44
Profile,Total Enrollment,District,District,District,North Country,288,Lafayette Regional,Profile,94,88,92
Profile,Total Enrollment,District,District,District,North Country,291,Landaff,Profile,24,29,23
Profile,Total Enrollment,District,District,District,North Country,305,Lincoln-Woodstock Cooperative,Profile,246,268,270
Profile,Total Enrollment,District,District,District,North Country,306,Lisbon Regional,Profile,277,272,302
Profile,Total Enrollment,District,District,District,North Country,317,Littleton,Profile,580,638,655
Profile,Total Enrollment,District,District,District,North Country,355,Milan,Profile,116,119,114
Profile,Total Enrollment,District,District,District,North Country,365,Monroe,Profile,90,92,88
Profile,Total Enrollment,District,District,District,North Country,407,Northumberland,Profile,306,317,322
Profile,Total Enrollment,District,District,District,North Country,435,Piermont,Profile,58,53,55
Profile,Total Enrollment,District,District,District,North Country,437,Pittsburg,Profile,77,89,81
Profile,Total Enrollment,District,District,District,North Country,450,Profile,Profile,217,210,229
Profile,Total Enrollment,District,District,District,North Country,499,Stark,Profile,29,29,26
Profile,Total Enrollment,District,District,District,North Country,501,Stewartstown,Profile,53,53,61
Profile,Total Enrollment,District,District,District,North Country,509,Stratford,Profile,56,63,57
Profile,Total Enrollment,District,District,District,North Country,549,Warren,Profile,71,67,67
Profile,Total Enrollment,District,District,District,North Country,568,White Mountains Regional,Profile,968,970,1017
Profile,Total Enrollment,District,District,District,North Country,703,North Country Charter Academy,Profile,27,46,42
Profile,Total Enrollment,District,District,District,North Country,716,Northeast Woodland Chartered Public School,Profile,166,156,170
Profile,Total Enrollment,District,District,District,North Country,718,Heartwood Public Charter School,Profile,67,39,
Profile,Total Enrollment,District,District,District,North Country,737,Robert Frost Charter School,Profile,33,32,48
Profile,Total Enrollment,District,District,District,South Central,9,Allenstown,Profile,335,337,337
Profile,Total Enrollment,District,District,District,South Central,17,Amherst,Profile,1341,1347,1317
Profile,Total Enrollment,District,District,District,South Central,29,Auburn,Profile,654,654,629
Profile,Total Enrollment,District,District,District,South Central,41,Bedford,Profile,4065,4159,4236
Profile,Total Enrollment,District,District,District,South Central,79,Candia,Profile,270,273,275
Profile,Total Enrollment,District,District,District,South Central,99,Chichester,Profile,188,197,199
Profile,Total Enrollment,District,District,District,South Central,127,Deerfield,Profile,495,524,520
Profile,Total Enrollment,District,District,District,South Central,131,Derry Cooperative,Profile,3078,3119,3119
Profile,Total Enrollment,District,District,District,South Central,167,Epsom,Profile,370,391,379
Profile,Total Enrollment,District,District,District,South Central,199,Goffstown,Profile,2790,2766,2758
Profile,Total Enrollment,District,District,District,South Central,223,Hampstead,Profile,809,827,802
Profile,Total Enrollment,District,District,District,South Central,261,Hooksett,Profile,1268,1250,1219
Profile,Total Enrollment,District,District,District,South Central,267,Hudson,Profile,3013,3048,3035
Profile,Total Enrollment,District,District,District,South Central,315,Litchfield,Profile,1170,1202,1221
Profile,Total Enrollment,District,District,District,South Central,319,Londonderry,Profile,3995,4093,4133
Profile,Total Enrollment,District,District,District,South Central,335,Manchester,Profile,11848,12015,12418
Profile,Total Enrollment,District,District,District,South Central,351,Merrimack,Profile,3526,3542,3615
Profile,Total Enrollment,District,District,District,South Central,367,Mont Vernon,Profile,231,210,216
Profile,Total Enrollment,District,District,District,South Central,371,Nashua,Profile,9765,9908,10131
Profile,Total Enrollment,District,District,District,South Central,377,New Boston,Profile,478,512,499
Profile,Total Enrollment,District,District,District,South Central,425,Pelham,Profile,1645,1685,1675
Profile,Total Enrollment,District,District,District,South Central,427,Pembroke,Profile,1408,1431,1416
Profile,Total Enrollment,District,District,District,South Central,453,Raymond,Profile,1126,1170,1222
Profile,Total Enrollment,District,District,District,South Central,473,Salem,Profile,3528,3585,3568
Profile,Total Enrollment,District,District,District,South Central,493,Souhegan Cooperative,Profile,691,698,702
Profile,Total Enrollment,District,District,District,South Central,534,Timberlane Regional,Profile,3282,3301,3308
Profile,Total Enrollment,District,District,District,South Central,575,Windham,Profile,2987,3005,3028
Profile,Total Enrollment,District,District,District,South Central,702,Arts Academy of New Hampshire Chartered Public High School,Profile,120,128,120
Profile,Total Enrollment,District,District,District,South Central,708,Kreiva Academy Public Charter School,Profile,151,146,176
Profile,Total Enrollment,District,District,District,South Central,712,Windham Academy Public Charter School,Profile,369,351,298
Profile,Total Enrollment,District,District,District,South Central,714,Spark Academy of Advanced Technologies,Profile,87,88,63
Profile,Total Enrollment,District,District,District,South Central,721,Strong Foundations Charter School,Profile,336,314,334
Profile,Total Enrollment,District,District,District,South Central,729,Mill Falls Charter School,Profile,167,168,168
Profile,Total Enrollment,District,District,District,South Central,731,The Birches Academy of Academics & Art A Public Charter Sch,Profile,235,225,223
Profile,Total Enrollment,District,District,District,South Central,733,Making Community Connections Charter School,Profile,65,62,49
Profile,Total Enrollment,District,District,District,South Central,735,Polaris Charter School,Profile,122,120,118
Profile,Total Enrollment,District,District,District,South Central,740,Next Charter School,Profile,73,79,81
Profile,Total Enrollment,District,District,District,South Central,741,The Founders Academy Charter School,Profile,401,432,366
Profile,Total Enrollment,District,District,District,South Central,742,Gate City Charter School For the Arts,Profile,142,151,155
Profile,Total Enrollment,District,District,District,South Central,999,Pinkerton Academy,Profile,2971,2954,2986
Profile,Total Enrollment,District,District,District,Southeast,33,Barrington,Profile,970,947,968
Profile,Total Enrollment,District,District,District,Southeast,63,Brentwood,Profile,295,293,289
Profile,Total Enrollment,District,District,District,Southeast,93,Chester,Profile,514,502,482
Profile,Total Enrollment,District,District,District,Southeast,141,Dover,Profile,3571,3715,3802
Profile,Total Enrollment,District,District,District,Southeast,153,East Kingston,Profile,118,131,136
Profile,Total Enrollment,District,District,District,Southeast,165,Epping,Profile,866,879,878
Profile,Total Enrollment,District,District,District,Southeast,172,Exeter Region Cooperative,Profile,2290,2388,2476
Profile,Total Enrollment,District,District,District,Southeast,173,Exeter,Profile,804,832,850
Profile,Total Enrollment,District,District,District,Southeast,175,Farmington,Profile,753,792,781
Profile,Total Enrollment,District,District,District,Southeast,189,Fremont,Profile,363,375,382
Profile,Total Enrollment,District,District,District,Southeast,215,Greenland,Profile,371,371,391
Profile,Total Enrollment,District,District,District,Southeast,225,Hampton,Profile,903,947,951
Profile,Total Enrollment,District,District,District,Southeast,227,Hampton Falls,Profile,185,185,181
Profile,Total Enrollment,District,District,District,Southeast,281,Kensington,Profile,143,136,128
Profile,Total Enrollment,District,District,District,Southeast,353,Middleton,Profile,152,153,148
Profile,Total Enrollment,District,District,District,Southeast,359,Milton,Profile,522,503,516
Profile,Total Enrollment,District,District,District,Southeast,381,New Castle,Profile,26,26,26
Profile,Total Enrollment,District,District,District,Southeast,387,Newfields,Profile,121,118,116
Profile,Total Enrollment,District,District,District,Southeast,391,Newington,Profile,48,51,51
Profile,Total Enrollment,District,District,District,Southeast,399,Newmarket,Profile,978,963,987
Profile,Total Enrollment,District,District,District,Southeast,405,North Hampton,Profile,270,303,300
Profile,Total Enrollment,District,District,District,Southeast,411,Northwood,Profile,402,388,344
Profile,Total Enrollment,District,District,District,Southeast,413,Nottingham,Profile,512,505,474
Profile,Total Enrollment,District,District,District,Southeast,423,Oyster River Coop,Profile,2107,2139,2128
Profile,Total Enrollment,District,District,District,Southeast,449,Portsmouth,Profile,2440,2474,2492
Profile,Total Enrollment,District,District,District,Southeast,461,Rochester,Profile,3796,3863,3910
Profile,Total Enrollment,District,District,District,Southeast,463,Rollinsford,Profile,146,128,134
Profile,Total Enrollment,District,District,District,Southeast,471,Rye,Profile,400,399,391
Profile,Total Enrollment,District,District,District,Southeast,476,Sanborn Regional,Profile,1345,1390,1416
Profile,Total Enrollment,District,District,District,Southeast,485,Seabrook,Profile,645,660,663
Profile,Total Enrollment,District,District,District,Southeast,491,Somersworth,Profile,1330,1319,1348
Profile,Total Enrollment,District,District,District,Southeast,495,South Hampton,Profile,83,89,86
Profile,Total Enrollment,District,District,District,Southeast,507,Strafford,Profile,393,403,418
Profile,Total Enrollment,District,District,District,Southeast,511,Stratham,Profile,521,521,539
Profile,Total Enrollment,District,District,District,Southeast,543,Wakefield,Profile,422,446,463
Profile,Total Enrollment,District,District,District,Southeast,581,Winnacunnet Cooperative,Profile,1033,1037,1091
Profile,Total Enrollment,District,District,District,Southeast,705,Seacoast Charter School,Profile,287,299,300
Profile,Total Enrollment,District,District,District,Southeast,709,Great Bay Charter School,Profile,134,143,147
Profile,Total Enrollment,District,District,District,Southeast,727,Virtual Learning Academy Charter School,Profile,534,612,568
Profile,Total Enrollment,District,District,District,Southeast,998,Coe-Brown Northwood Academy,Profile,664,686,695
Profile,Total Enrollment,District,District,District,Southwest,71,Brookline,Profile,575,581,583
Profile,Total Enrollment,District,District,District,Southwest,95,Chesterfield,Profile,248,263,273
Profile,Total Enrollment,District,District,District,Southwest,101,Claremont,Profile,1593,1646,1675
Profile,Total Enrollment,District,District,District,Southwest,112,Contoocook Valley,Profile,1939,1967,2058
Profile,Total Enrollment,District,District,District,Southwest,115,Cornish,Profile,136,125,124
Profile,Total Enrollment,District,District,District,Southwest,117,Croydon,Profile,24,28,24
Profile,Total Enrollment,District,District,District,Southwest,142,Dresden,Profile,1048,1013,1037
Profile,Total Enrollment,District,District,District,Southwest,174,Fall Mountain Regional,Profile,1418,1419,1364
Profile,Total Enrollment,District,District,District,Southwest,211,Grantham,Profile,271,271,276
Profile,Total Enrollment,District,District,District,Southwest,233,Hanover,Profile,438,455,497
Profile,Total Enrollment,District,District,District,Southwest,235,Harrisville,Profile,47,55,54
Profile,Total Enrollment,District,District,District,Southwest,245,Henniker,Profile,397,398,395
Profile,Total Enrollment,District,District,District,Southwest,251,Hillsboro-Deering Cooperative,Profile,1040,1035,1039
Profile,Total Enrollment,District,District,District,Southwest,255,Hinsdale,Profile,523,526,531
Profile,Total Enrollment,District,District,District,Southwest,259,Hollis,Profile,681,666,614
Profile,Total Enrollment,District,District,District,Southwest,260,Hollis-Brookline Cooperative,Profile,1114,1138,1192
Profile,Total Enrollment,District,District,District,Southwest,263,Hopkinton,Profile,946,933,922
Profile,Total Enrollment,District,District,District,Southwest,274,Jaffrey-Rindge Cooperative,Profile,1228,1233,1285
Profile,Total Enrollment,District,District,District,Southwest,275,John Stark Regional,Profile,624,601,579
Profile,Total Enrollment,District,District,District,Southwest,276,Kearsarge Regional,Profile,1656,1714,1725
Profile,Total Enrollment,District,District,District,Southwest,279,Keene,Profile,3013,3041,3102
Profile,Total Enrollment,District,District,District,Southwest,295,Lebanon,Profile,1628,1630,1627
Profile,Total Enrollment,District,District,District,Southwest,299,Lempster,Profile,123,114,119
