Report ID : 29,,,,,,,,,
Type of Data: Final,,,,,,,,,
Report Date:10/1/2025,,,,,,,,,
Run Date: 10/1/2025,,,,,,,,,
,,,,,,,,,
"New Hampshire Department of Education
Division of Education Analytics and Resources
Bureau of Educational Statistics
25 Hall Street, Concord, NH 03301",,,,,,,,,
,,,,,,,,,
2024 - 2025 Attendance Rate in NH Public Schools By District,,,,,,,,,
,,,,,,,,,
SAU #,SAU Name,District #,District Name,Pre-Sch %,Kind %,Elem %,Middle/Jr  % ,High %,Total %
58,Northumberland SAU Office,407,Northumberland,0.0,97.9,97.2,0.0,93.1,95.7
44,Northwood SAU Office,411,Northwood,99.2,97.3,97.8,0.0,0.0,97.9
107,Nottingham SAU Office,413,Nottingham,93.7,97.9,98.0,0.0,0.0,97.7
5,Oyster River SAU Office,423,Oyster River Coop,100.0,98.1,98.2,98.3,97.5,97.9
28,Pelham SAU Office,425,Pelham,99.1,97.4,97.9,97.8,96.1,97.4
53,Pembroke SAU Office,427,Pembroke,0.0,98.0,97.5,0.0,96.8,97.1
48,Plymouth SAU Office,428,Pemi-Baker Regional,0.0,0.0,0.0,0.0,99.5,99.5
23,Haverhill Cooperative SAU Office,435,Piermont,98.4,97.0,97.4,0.0,0.0,97.4
7,Colebrook SAU Office,437,Pittsburg,94.7,0.0,97.5,0.0,96.6,97.0
51,Pittsfield SAU Office,439,Pittsfield,98.6,94.7,95.6,97.2,96.5,96.3
32,Plainfield SAU Office,441,Plainfield,0.0,98.4,98.4,0.0,0.0,98.4
48,Plymouth SAU Office,447,Plymouth,0.0,96.9,97.8,0.0,0.0,97.7
52,Portsmouth SAU Office,449,Portsmouth,100.0,98.3,98.1,97.9,97.5,97.8
35,SAU #35 Office,450,Profile,0.0,0.0,0.0,98.0,99.5,98.9
33,Raymond SAU Office,453,Raymond,97.0,97.6,97.9,97.6,96.2,97.3
54,Rochester SAU Office,461,Rochester,99.1,97.4,97.4,97.1,96.2,96.9
104,Rollinsford SAU Office,463,Rollinsford,0.0,98.2,98.0,0.0,0.0,98.1
48,Plymouth SAU Office,467,Rumney,0.0,98.6,98.4,0.0,0.0,98.5
50,Greenland SAU Office,471,Rye,99.0,97.9,98.2,0.0,0.0,98.3
57,Salem SAU Office,473,Salem,97.8,97.8,98.1,97.8,97.4,97.8
17,Sanborn Regional SAU Office,476,Sanborn Regional,98.9,97.4,97.6,98.1,97.6,97.7
21,Winnacunnet SAU Office,485,Seabrook,98.8,97.0,97.0,0.0,0.0,97.1
80,Shaker Regional SAU Office,486,Shaker Regional,99.0,98.0,98.1,97.9,97.0,97.7
56,Somersworth SAU Office,491,Somersworth,100.0,97.1,97.1,97.1,98.0,97.5
39,Amherst SAU Office,493,Souhegan Cooperative,0.0,0.0,0.0,0.0,98.1,98.1
21,Winnacunnet SAU Office,495,South Hampton,0.0,98.5,98.4,0.0,0.0,98.4
58,Northumberland SAU Office,499,Stark,0.0,98.0,96.7,0.0,0.0,96.9
7,Colebrook SAU Office,501,Stewartstown,92.9,97.2,97.2,0.0,0.0,96.9
24,Henniker SAU Office,503,Stoddard,0.0,98.5,98.5,0.0,0.0,98.5
105,Strafford SAU Office,507,Strafford,99.5,97.0,96.9,0.0,0.0,97.0
58,Northumberland SAU Office,509,Stratford,99.8,95.8,97.6,0.0,0.0,97.7
16,Exeter SAU Office,511,Stratham,99.1,98.0,98.3,0.0,0.0,98.3
85,Sunapee SAU Office,515,Sunapee,0.0,98.5,98.1,98.5,98.4,98.3
13,Tamworth SAU Office,525,Tamworth,0.0,96.8,96.7,0.0,0.0,96.7
48,Plymouth SAU Office,531,Thornton,0.0,98.1,97.6,0.0,0.0,97.7
106,Timberlane Regional SAU Office,534,Timberlane Regional,99.0,97.9,98.0,97.6,96.7,97.6
6,Claremont SAU Office,539,Unity,95.8,98.0,97.4,0.0,0.0,97.3
101,Wakefield SAU Office,543,Wakefield,98.2,97.2,97.5,0.0,0.0,97.5
23,Haverhill Cooperative SAU Office,549,Warren,95.1,97.9,97.3,0.0,0.0,97.0
34,Hillsboro-Deering SAU Office,551,Washington,0.0,97.3,96.2,0.0,0.0,96.5
48,Plymouth SAU Office,553,Waterville Valley,0.0,100.0,100.0,0.0,0.0,100.0
24,Henniker SAU Office,555,Weare,99.5,97.7,97.9,97.8,0.0,97.9
48,Plymouth SAU Office,559,Wentworth,0.0,100.0,100.0,0.0,0.0,100.0
29,Keene SAU Office,563,Westmoreland,0.0,98.0,97.6,0.0,0.0,97.7
36,White Mountains Regional SAU Office,568,White Mountains Regional,97.8,97.0,97.3,0.0,94.3,96.3
63,Wilton SAU Office,572,Wilton-Lyndeborough Cooperative,99.6,100.0,99.9,98.1,99.8,99.4
94,Winchester SAU Office,573,Winchester,77.3,14.0,10.1,0.0,0.0,20.1
95,Windham SAU Office,575,Windham,99.3,98.0,98.2,98.1,97.9,98.1
21,Winnacunnet SAU Office,581,Winnacunnet Cooperative,0.0,0.0,0.0,0.0,96.9,96.9
59,Winnisquam Regional SAU Office,582,Winnisquam Regional,99.9,97.3,97.9,97.5,97.0,97.4
,,,Total,98.4,97.6,97.7,97.5,97.0,97.5
Public Academies and Joint Maintenance Agreements,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
SAU #,SAU Name,District #,District Name,Pre-Sch %,Kind %,Elem %,Middle/Jr  % ,High %,Total %
301,Prospect Mountain JMA,970,Prospect Mountain JMA,0.0,0.0,0.0,0.0,99.8,99.8
201,Coe-Brown Northwood Academy,998,Coe-Brown Northwood Academy,0.0,0.0,0.0,0.0,97.9,97.9
202,Pinkerton Academy,999,Pinkerton Academy,0.0,0.0,0.0,0.0,97.1,97.1
,,,Total,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,97.5,97.5
Public Charter Schools,,,,,,,,,
SAU #,SAU Name,District #,District Name,Pre-Sch %,Kind %,Elem %,Middle/Jr  % ,High %,Total %
