70,Hanover SAU Office,233,Hanover,451,Did Not Report,0.00,463,41.70,11.10
29,Keene SAU Office,235,Harrisville,45,Did Not Report,0.00,47,5.40,8.70
23,Haverhill Cooperative SAU Office,238,Haverhill Cooperative,573,Did Not Report,0.00,589,60.00,9.80
24,Henniker SAU Office,245,Henniker,360,Did Not Report,0.00,386,34.30,11.30
103,Hill SAU Office,247,Hill,50,Did Not Report,0.00,55,5.80,9.50
34,Hillsboro-Deering SAU Office,251,Hillsboro-Deering Cooperative,922,Did Not Report,0.00,935,92.60,10.10
92,Hinsdale SAU Office,255,Hinsdale,486,Did Not Report,0.00,499,51.10,9.80
48,Plymouth SAU Office,257,Holderness,154,Did Not Report,0.00,156,19.40,8.00
41,Hollis-Brookline SAU Office,259,Hollis,664,Did Not Report,0.00,642,62.30,10.30
41,Hollis-Brookline SAU Office,260,Hollis-Brookline Cooperative,"1,061",Did Not Report,0.00,"1,114",97.80,11.40
15,Hooksett SAU Office,261,Hooksett,"1,253",Did Not Report,0.00,"1,251",99.00,12.60
66,Hopkinton SAU Office,263,Hopkinton,874,Did Not Report,0.00,895,81.00,11.00
81,Hudson SAU Office,267,Hudson,"2,763",Did Not Report,0.00,"2,819",257.00,11.00
2,Inter-Lakes Cooperative SAU Office,269,Inter-Lakes Cooperative,870,Did Not Report,0.00,878,90.70,9.70
9,Conway SAU Office,271,Jackson,26,Did Not Report,0.00,37,5.00,7.40
47,Jaffrey-Rindge SAU Office,274,Jaffrey-Rindge Cooperative,"1,001",Did Not Report,0.00,"1,074",83.80,12.80
24,Henniker SAU Office,275,John Stark Regional,637,Did Not Report,0.00,607,53.90,11.30
65,Kearsarge Regional SAU Office,276,Kearsarge Regional,"1,565",Did Not Report,0.00,"1,614",156.60,10.30
29,Keene SAU Office,279,Keene,"2,832",Did Not Report,0.00,"2,906",257.40,11.30
16,Exeter SAU Office,281,Kensington,134,Did Not Report,0.00,141,16.00,8.80
30,Laconia SAU Office,285,Laconia,"1,703",Did Not Report,0.00,"1,738",163.00,10.70
35,SAU #35 Office,288,Lafayette Regional,97,Did Not Report,0.00,98,8.20,12.00
35,SAU #35 Office,291,Landaff,10,Did Not Report,0.00,13,1.60,8.10
88,Lebanon SAU Office,295,Lebanon,"1,611",Did Not Report,0.00,"1,577",151.80,10.40
71,Lempster SAU Office,299,Lempster,116,Did Not Report,0.00,129,8.30,15.50
68,Lincoln-Woodstock SAU Office,305,Lincoln-Woodstock Cooperative,219,Did Not Report,0.00,241,35.00,6.90
35,SAU #35 Office,306,Lisbon Regional,247,Did Not Report,0.00,257,34.50,7.40
27,Litchfield SAU Office,315,Litchfield,"1,054",Did Not Report,0.00,"1,075",93.10,11.50
84,Littleton SAU Office,317,Littleton,558,Did Not Report,0.00,563,69.00,8.20
12,Londonderry SAU Office,319,Londonderry,"3,713",Did Not Report,0.00,"3,790",339.00,11.20
76,Lyme SAU Office,327,Lyme,180,Did Not Report,0.00,187,14.00,13.40
13,Tamworth SAU Office,333,Madison,102,Did Not Report,0.00,110,10.70,10.30
37,Manchester SAU Office,335,Manchester,"11,298",Did Not Report,0.00,"11,448",973.00,11.80
29,Keene SAU Office,339,Marlborough,133,Did Not Report,0.00,147,13.60,10.80
29,Keene SAU Office,341,Marlow,32,Did Not Report,0.00,50,4.90,10.20
87,Mascenic Regional SAU Office,342,Mascenic Regional,863,Did Not Report,0.00,844,69.00,12.20
62,Mascoma Valley SAU Office,343,Mascoma Valley Regional,940,Did Not Report,0.00,964,92.00,10.50
89,Mason SAU Office,345,Mason,87,Did Not Report,0.00,87,7.80,11.20
26,Merrimack SAU Office,351,Merrimack,"3,267",Did Not Report,0.00,"3,340",281.60,11.90
46,SAU #46 Office,352,Merrimack Valley,"2,066",Did Not Report,0.00,"2,132",189.30,11.30
69,Middleton SAU,353,Middleton,148,Did Not Report,0.00,149,13.00,11.50
20,Gorham SAU Office,355,Milan,108,Did Not Report,0.00,98,10.20,9.60
40,Milford SAU Office,357,Milford,"1,855",Did Not Report,0.00,"1,928",180.70,10.70
64,Milton SAU Office,359,Milton,483,Did Not Report,0.00,491,44.00,11.20
93,Monadnock Regional SAU Office,363,Monadnock Regional,"1,534",Did Not Report,0.00,"1,535",125.30,12.30
77,Monroe SAU Office,365,Monroe,81,Did Not Report,0.00,81,11.70,6.90
39,Amherst SAU Office,367,Mont Vernon,226,Did Not Report,0.00,234,20.00,11.70
45,Moultonborough SAU Office,369,Moultonborough,476,Did Not Report,0.00,454,56.40,8.00
42,Nashua SAU Office,371,Nashua,"9,244",Did Not Report,0.00,"9,408",784.00,12.00
29,Keene SAU Office,375,Nelson,58,Did Not Report,0.00,58,6.80,8.50
19,Goffstown SAU Office,377,New Boston,405,Did Not Report,0.00,445,33.50,13.30
50,Greenland SAU Office,381,New Castle,40,Did Not Report,0.00,33,3.60,9.20
16,Exeter SAU Office,387,Newfields,115,Did Not Report,0.00,115,12.50,9.20
4,Newfound Area SAU Office,388,Newfound Area,998,Did Not Report,0.00,"1,014",89.00,11.40
50,Greenland SAU Office,391,Newington,45,Did Not Report,0.00,43,6.60,6.50
31,Newmarket SAU Office,399,Newmarket,951,Did Not Report,0.00,933,87.70,10.60
43,Newport SAU Office,401,Newport,648,Did Not Report,0.00,688,69.10,10.00
21,Winnacunnet SAU Office,405,North Hampton,262,Did Not Report,0.00,262,29.00,9.00
58,Northumberland SAU Office,407,Northumberland,299,Did Not Report,0.00,314,31.00,10.10
44,Northwood SAU Office,411,Northwood,362,Did Not Report,0.00,375,32.50,11.50
107,Nottingham SAU Office,413,Nottingham,500,Did Not Report,0.00,500,39.00,12.80
5,Oyster River SAU Office,423,Oyster River Coop,"2,038",Did Not Report,0.00,"2,067",178.00,11.60
28,Pelham SAU Office,425,Pelham,"1,488",Did Not Report,0.00,"1,543",159.00,9.70
53,Pembroke SAU Office,427,Pembroke,"1,291",Did Not Report,0.00,"1,346",116.00,11.60
48,Plymouth SAU Office,428,Pemi-Baker Regional,614,Did Not Report,0.00,647,51.00,12.70
23,Haverhill Cooperative SAU Office,435,Piermont,46,Did Not Report,0.00,54,6.90,7.80
7,Colebrook SAU Office,437,Pittsburg,72,Did Not Report,0.00,75,13.60,5.50
51,Pittsfield SAU Office,439,Pittsfield,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report
32,Plainfield SAU Office,441,Plainfield,181,Did Not Report,0.00,183,21.60,8.50
48,Plymouth SAU Office,447,Plymouth,371,Did Not Report,0.00,365,39.80,9.20
52,Portsmouth SAU Office,449,Portsmouth,"2,367",Did Not Report,0.00,"2,401",234.00,10.30
35,SAU #35 Office,450,Profile,205,Did Not Report,0.00,216,24.30,8.90
33,Raymond SAU Office,453,Raymond,"1,057",Did Not Report,0.00,"1,067",95.40,11.20
54,Rochester SAU Office,461,Rochester,"3,288",Did Not Report,0.00,"3,368",283.00,11.90
104,Rollinsford SAU Office,463,Rollinsford,153,Did Not Report,0.00,154,12.70,12.10
48,Plymouth SAU Office,467,Rumney,83,Did Not Report,0.00,84,14.00,6.00
50,Greenland SAU Office,471,Rye,359,Did Not Report,0.00,352,41.80,8.40
57,Salem SAU Office,473,Salem,"3,373",Did Not Report,0.00,"3,425",281.60,12.20
17,Sanborn Regional SAU Office,476,Sanborn Regional,"1,092",Did Not Report,0.00,"1,176",120.00,9.80
21,Winnacunnet SAU Office,485,Seabrook,507,Did Not Report,0.00,544,55.00,9.90
80,Shaker Regional SAU Office,486,Shaker Regional,"1,071",Did Not Report,0.00,"1,107",103.20,10.70
56,Somersworth SAU Office,491,Somersworth,"1,245",Did Not Report,0.00,"1,259",111.50,11.30
39,Amherst SAU Office,493,Souhegan Cooperative,707,Did Not Report,0.00,696,67.00,10.40
21,Winnacunnet SAU Office,495,South Hampton,76,Did Not Report,0.00,81,9.90,8.20
58,Northumberland SAU Office,499,Stark,30,Did Not Report,0.00,32,2.70,11.90
7,Colebrook SAU Office,501,Stewartstown,56,Did Not Report,0.00,53,7.90,6.70
24,Henniker SAU Office,503,Stoddard,44,Did Not Report,0.00,46,6.50,7.10
105,Strafford SAU Office,507,Strafford,349,Did Not Report,0.00,367,38.00,9.70
58,Northumberland SAU Office,509,Stratford,51,Did Not Report,0.00,47,8.00,5.90
16,Exeter SAU Office,511,Stratham,480,Did Not Report,0.00,479,47.00,10.20
85,Sunapee SAU Office,515,Sunapee,447,Did Not Report,0.00,400,37.70,10.60
13,Tamworth SAU Office,525,Tamworth,154,Did Not Report,0.00,165,20.50,8.00
48,Plymouth SAU Office,531,Thornton,168,Did Not Report,0.00,172,24.00,7.20
106,Timberlane Regional SAU Office,534,Timberlane Regional,"3,059",Did Not Report,0.00,"3,088",266.00,11.60
6,Claremont SAU Office,539,Unity,100,Did Not Report,0.00,81,11.80,6.90
101,Wakefield SAU Office,543,Wakefield,374,Did Not Report,0.00,403,35.00,11.50
23,Haverhill Cooperative SAU Office,549,Warren,46,Did Not Report,0.00,48,8.00,6.00
34,Hillsboro-Deering SAU Office,551,Washington,44,Did Not Report,0.00,38,4.90,7.80
48,Plymouth SAU Office,553,Waterville Valley,34,Did Not Report,0.00,33,5.00,6.60
24,Henniker SAU Office,555,Weare,783,Did Not Report,0.00,803,75.00,10.70
48,Plymouth SAU Office,559,Wentworth,83,Did Not Report,0.00,78,7.00,11.10
29,Keene SAU Office,563,Westmoreland,108,Did Not Report,0.00,125,13.80,9.10
36,White Mountains Regional SAU Office,568,White Mountains Regional,847,Did Not Report,0.00,856,106.30,8.10
63,Wilton SAU Office,572,Wilton-Lyndeborough Cooperative,523,Did Not Report,0.00,519,56.10,9.30
94,Winchester SAU Office,573,Winchester,295,Did Not Report,0.00,303,27.00,11.20
95,Windham SAU Office,575,Windham,"2,785",Did Not Report,0.00,"2,828",196.90,14.40
21,Winnacunnet SAU Office,581,Winnacunnet Cooperative,967,Did Not Report,0.00,969,98.00,9.90
59,Winnisquam Regional SAU Office,582,Winnisquam Regional,"1,131",Did Not Report,0.00,"1,145",86.80,13.20
108,Pasquaney SAU Office,584,Pasquaney,114,Did Not Report,0.00,109,8.00,13.60
Public Academies and Joint Maintenance Agreements,,,,,,,,,
SAU #,SAU Name,District #,District Name,This Year Enroll,This Year Teachers,This Year Ratio,Last Year Enroll,Last Year Teachers,Last Year Ratio
301,Prospect Mountain JMA,970,Prospect Mountain JMA,407,Did Not Report,0.00,398,36.20,11.00
201,Coe-Brown Northwood Academy,998,Coe-Brown Northwood Academy,647,Did Not Report,0.00,654,57.00,11.50
202,Pinkerton Academy,999,Pinkerton Academy,"2,968",Did Not Report,0.00,"2,878",215.70,13.30
Public Charter Schools,,,,,,,,,
SAU #,SAU Name,District #,District Name,This Year Enroll,This Year Teachers,This Year Ratio,Last Year Enroll,Last Year Teachers,Last Year Ratio
426,Arts Academy of New Hampshire Chartered Public High School ,702,Arts Academy of New Hampshire Chartered Public High School ,97,Did Not Report,0.00,106,11.00,9.60
402,North Country Charter Academy,703,North Country Charter Academy,55,Did Not Report,0.00,50,3.20,15.60
427,Mountain Village Charter School,704,Mountain Village Charter School,105,Did Not Report,0.00,117,7.00,16.70
403,Seacoast Charter School,705,Seacoast Charter School,287,Did Not Report,0.00,287,20.00,14.40
432,Kreiva Academy Public Charter School,708,Kreiva Academy Public Charter School,135,Did Not Report,0.00,117,9.60,12.20
404,Great Bay Charter School,709,Great Bay Charter School,148,Did Not Report,0.00,153,16.10,9.50
434,Windham Academy Public Charter School,712,Windham Academy Public Charter School,370,Did Not Report,0.00,410,26.00,15.80
437,Spark Academy of Advanced Technologies,714,Spark Academy of Advanced Technologies,94,Did Not Report,0.00,96,8.00,12.00
441,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,162,Did Not Report,0.00,158,15.00,10.50
407,Surry Village Charter School,717,Surry Village Charter School,77,Did Not Report,0.00,79,7.00,11.30
451,Heartwood Public Charter School,718,Heartwood Public Charter School,98,Did Not Report,0.00,89,9.00,9.90
408,Ledyard Charter School,719,Ledyard Charter School,50,Did Not Report,0.00,48,5.00,9.60
409,Strong Foundations Charter School,721,Strong Foundations Charter School,336,Did Not Report,0.00,337,34.00,9.90
453,Lionheart Classical Academy Chartered Public School,722,Lionheart Classical Academy Chartered Public School,372,Did Not Report,0.00,311,20.40,15.20
410,CSI Charter School,723,CSI Charter School,32,Did Not Report,0.00,34,2.10,16.20
454,River View Chartered Public School,724,River View Chartered Public School,39,Did Not Report,0.00,30,2.00,15.00
411,Academy for Science and Design Charter School,725,Academy for Science and Design Charter School,671,Did Not Report,0.00,672,41.60,16.20
455,Benjamin Franklin Academy Chartered Public School,726,Benjamin Franklin Academy Chartered Public School,75,Did Not Report,0.00,76,6.00,12.70
412,Virtual Learning Academy Charter School,727,Virtual Learning Academy Charter School,539,Did Not Report,0.00,510,83.10,6.10
416,Mill Falls Charter School,729,Mill Falls Charter School,168,Did Not Report,0.00,168,7.00,24.00
433,Seacoast Classical Academy Chartered Public School,730,Seacoast Classical Academy Chartered Public School,195,Did Not Report,0.00,179,10.00,17.90
417,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics & Art A Public Charter Sch,330,Did Not Report,0.00,286,21.80,13.10
435,Synergy Academy Chartered Public School,732,Synergy Academy Chartered Public School,64,Did Not Report,0.00,20,2.20,9.10
418,Making Community Connections Charter School,733,Making Community Connections Charter School,74,Did Not Report,0.00,80,5.60,14.30
419,Polaris Charter School,735,Polaris Charter School,118,Did Not Report,0.00,119,8.80,13.50
420,Robert Frost Charter School,737,Robert Frost Charter School,48,Did Not Report,0.00,36,8.00,4.50
422,Next Charter School,740,Next Charter School,72,Did Not Report,0.00,79,9.00,8.80
423,The Founders Academy Charter School,741,The Founders Academy Charter School,435,Did Not Report,0.00,431,39.00,11.10
425,Gate City Charter School For the Arts,742,Gate City Charter School For the Arts,159,Did Not Report,0.00,160,10.00,16.00
429,Compass Classical Academy Charter School,743,Compass Classical Academy Charter School,157,Did Not Report,0.00,192,12.00,16.00
430,MicroSociety Academy Charter School Foundation,744,MicroSociety Academy Charter School Foundation,363,Did Not Report,0.00,304,19.00,16.00
450,Gathering Waters Charter School,750,Gathering Waters Charter School,244,Did Not Report,0.00,286,38.00,7.50
406,North Star Academy Chartered Public School,751,North Star Academy Chartered Public School,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report
414,Wellheart Chartered Public School,752,Wellheart Chartered Public School,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report
415,Granite Valley Preparatory Chartered Public School,753,Granite Valley Preparatory Chartered Public School,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report
421,NH Career Academy Chartered Public School,754,NH Career Academy Chartered Public School,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report,Did Not Report
,,,,,,,,,
Foot Notes,,,,,,,,,
,,,,,,,,,
Academic School year starts July 1 thru Jun 30,,,,,,,,,
" Student to Teacher Ratio is for students and teachers in public school districts, public academies, and joint maintenance agreement schools.  Charter School data is for reference only.",,,,,,,,,
" ""Total Teachers"" is the full-time equivalent of teachers for grades K-12. This includes subject-specific teachers at all grade levels, as well as special education and regular classroom teachers. ",,,,,,,,,
Student to Teacher Ratio is not a measure of average class size.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
DataSource,,,,,,,,,
ESS- A12B (Class and Staffing form) and i4see- BOY,,,,,,,,,
,,,,,,,,,
