LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,PCT_CITY11,PCT_CITY12,PCT_CITY13,PCT_SUB21,PCT_SUB22,PCT_SUB23,PCT_TOWN31,PCT_TOWN32,PCT_TOWN33,PCT_RURAL41,PCT_RURAL42,PCT_RURAL43
3303286,The Birches Academy of Academics & Art A Public Charter Sch,33,419 South Broadway 2nd Floor,Salem,NH,03079,33,33015,Rockingham County,42.748749,-71.202742,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33725,33022,2023-2024,21,0,0,0,100,0,0,0,0,0,0,0,0
3303287,Robert Frost Charter School,33,110 Main Street,Conway,NH,03818,33,33003,Carroll County,43.978924,-71.123001,N,N,0,N,N,3301,33101,33003,2023-2024,33,0,0,0,0,0,0,0,0,100,0,0,0
3303289,Making Community Connections Charter School,33,310 Marlboro St.,Keene,NH,03431,33,33005,Cheshire County,42.925709,-72.267621,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33201,33010,2023-2024,32,0,0,0,0,0,0,0,100,0,0,0,0
3303290,Polaris Charter School,33,100 Coolidge Ave,Manchester,NH,03102,33,33011,Hillsborough County,42.995554,-71.476481,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33522,33020,2023-2024,12,0,100,0,0,0,0,0,0,0,0,0,0
3303291,Next Charter School,33,5 Hood Road,Derry,NH,03038,33,33015,Rockingham County,42.889483,-71.321952,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33713,33019,2023-2024,22,0,0,0,0,100,0,0,0,0,0,0,0
3303293,Sullivan School District,33,Sullivan School District,Keene,NH,03431,33,33005,Cheshire County,43.013094,-72.220267,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33208,33010,2023-2024,42,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3303296,Arts Academy of New Hampshire Chartered Public High School,33,19 Keewaydin Drive,Salem,NH,03079,33,33015,Rockingham County,42.771763,-71.243878,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33725,33022,2023-2024,21,0,0,0,100,0,0,0,0,0,0,0,0
3303297,Mountain Village Charter School,33,13 NH Route 25,Plymouth,NH,03264,33,33009,Grafton County,43.770011,-71.76411,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33408,33005,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3303298,The Founders Academy Charter School,33,5 Perimeter Rd,Manchester,NH,03103,33,33011,Hillsborough County,42.947253,-71.436778,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33515,33018,2023-2024,12,0,100,0,0,0,0,0,0,0,0,0,0
3303299,Gate City Charter School For the Arts,33,7 Henry Clay Dr,Merrimack,NH,03054,33,33011,Hillsborough County,42.804614,-71.485218,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33512,33011,2023-2024,22,0,0,0,0,100,0,0,0,0,0,0,0
3303301,Compass Classical Academy Charter School,33,15 Elkins Street,Northfield,NH,03276,33,33013,Merrimack County,43.441574,-71.592109,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33602,33017,2023-2024,32,0,0,0,0,0,0,0,100,0,0,0,0
3303302,MicroSociety Academy Charter School Foundation,33,591 West Hollis Street,Nashua,NH,03062,33,33011,Hillsborough County,42.744129,-71.50681,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33509,33012,2023-2024,13,0,0,100,0,0,0,0,0,0,0,0,0
3303303,Lempster School District,33,29 School Rd.,Lempster,NH,03605,33,33019,Sullivan County,43.249573,-72.165067,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33904,33008,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3303304,Goshen School District,33,54 Mill Village Rd,Goshen,NH,03752,33,33019,Sullivan County,43.302509,-72.149495,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33904,33007,2023-2024,42,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3303305,LEAF Charter School,33,789 Gilsum Mine Road,Alstead,NH,03602,33,33005,Cheshire County,43.075155,-72.270215,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33209,33010,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3303308,Kreiva Academy Public Charter School,33,470 Pine St.,Manchester,NH,03104,33,33011,Hillsborough County,42.994765,-71.459919,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33523,33020,2023-2024,12,0,100,0,0,0,0,0,0,0,0,0,0
3303314,Windham Academy Public Charter School,33,1 Industrial Drive,Windham,NH,03087,33,33015,Rockingham County,42.810866,-71.253753,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33717,33019,2023-2024,22,0,0,0,0,100,0,0,0,0,0,0,0
3303315,Spark Academy of Advanced Technologies,33,1066 Front St.,Manchester,NH,03102,33,33011,Hillsborough County,43.018769,-71.483591,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33518,33020,2023-2024,12,0,100,0,0,0,0,0,0,0,0,0,0
3303316,Northeast Woodland Chartered Public School,33,53 Technology Lane,Conway,NH,03818,33,33003,Carroll County,43.992523,-71.108203,N,N,0,N,N,3301,33101,33003,2023-2024,33,0,0,0,0,0,0,0,0,100,0,0,0
3303318,Gathering Waters Charter School,33,98 South Lincoln Street,Keene,NH,03431,33,33005,Cheshire County,42.933745,-72.266439,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33207,33010,2023-2024,32,0,0,0,0,0,0,0,100,0,0,0,0
3303330,Governor Wentworth Regional School District,33,140 Pine Hill Road,Wolfeboro Falls,NH,03896,33,33003,Carroll County,43.603676,-71.21224,N,N,0,N,N,3301,33106,33003,2023-2024,42,0,0,0,0,0,0,0,0,0,0,81,19
3303360,Grantham School District,33,300 Route 10 South,Grantham,NH,03753,33,33019,Sullivan County,43.491535,-72.138188,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33901,33005,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3303420,Greenland School District,33,48 Post Rd.,Greenland,NH,03840,33,33015,Rockingham County,43.034645,-70.83264,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33724,33024,2023-2024,23,0,0,0,0,0,100,0,0,0,0,0,0
3303480,Hampstead School District,33,20 Mary E. Clark Drive,Hampstead,NH,03841,33,33015,Rockingham County,42.861595,-71.176102,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33715,33019,2023-2024,21,0,0,0,100,0,0,0,0,0,0,0,0
3303510,Hampton School District,33,6 Marston Way,Hampton,NH,03842,33,33015,Rockingham County,42.941154,-70.826524,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33729,33024,2023-2024,23,0,0,0,0,0,100,0,0,0,0,0,0
3303540,Hampton Falls School District,33,2 Alumni Dr.,Hampton,NH,03842,33,33015,Rockingham County,42.932693,-70.832789,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33729,33024,2023-2024,21,0,0,0,100,0,0,0,0,0,0,0,0
3303600,Hanover School District,33,41 Lebanon St.,Hanover,NH,03755,33,33009,Grafton County,43.698811,-72.283309,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33412,33005,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3303630,Harrisville School District,33,193 Maple Avenue,Keene,NH,03431,33,33005,Cheshire County,42.956246,-72.312598,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33202,33010,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3303640,Hart's Location School District,33,176A Main St.,Conway,NH,03818,33,33003,Carroll County,43.979215,-71.126359,N,N,0,N,N,3301,33101,33003,2023-2024,33,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3303660,Haverhill Cooperative School District,33,2975 Dartmouth College Hwy.,N. Haverhill,NH,03774,33,33009,Grafton County,44.095898,-72.025665,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33405,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3303690,Henniker School District,33,258 Western Avenue,Henniker,NH,03242,33,33013,Merrimack County,43.180036,-71.832264,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33608,33007,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3303720,Hill School District,33,32 Crescent Street,Hill,NH,03243,33,33013,Merrimack County,43.522275,-71.700508,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33605,33007,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3303750,Hillsboro-Deering Cooperative School District,33,78 School Street,Hillsborough,NH,03244,33,33011,Hillsborough County,43.118151,-71.899775,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33530,33007,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3303780,Hinsdale School District,33,Hinsdale School District,Hinsdale,NH,03451,33,33005,Cheshire County,42.781968,-72.498925,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33206,33009,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3303810,Holderness School District,33,47 Old Ward Bridge Rd.,Plymouth,NH,03264,33,33009,Grafton County,43.764272,-71.703019,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33408,33005,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3303840,Hollis School District,33,4 Lund Ln.,Hollis,NH,03049,33,33011,Hillsborough County,42.749076,-71.59471,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33535,33012,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3303850,Hollis-Brookline Cooperative School District,33,4 Lund Ln.,Hollis,NH,03049,33,33011,Hillsborough County,42.749076,-71.59471,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33535,33012,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3303870,Hooksett School District,33,90 Farmer Rd.,Hooksett,NH,03106,33,33013,Merrimack County,43.049141,-71.413348,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33610,33016,2023-2024,22,0,0,0,0,100,0,0,0,0,0,0,0
3303900,Hopkinton School District,33,204 Maple St.,Contoocook,NH,03229,33,33013,Merrimack County,43.216956,-71.711418,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33609,33015,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3303930,Hudson School District,33,20 Library St.,Hudson,NH,03051,33,33011,Hillsborough County,42.765188,-71.438278,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33513,33014,2023-2024,22,0,0,0,0,100,0,0,0,0,0,0,0
3303960,Inter-Lakes Cooperative School District,33,103 Main St.,Meredith,NH,03253,33,33001,Belknap County,43.65479,-71.501007,29060,"Laconia, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33002,33002,2023-2024,32,0,0,0,0,0,0,0,91.84,0,0,8.16,0
3303990,Jackson School District,33,176A Main St.,Conway,NH,03818,33,33003,Carroll County,43.979215,-71.126359,N,N,0,N,N,3301,33101,33003,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3304030,Jaffrey-Rindge Cooperative School District,33,1 Conant Way,Jaffrey,NH,03452,33,33005,Cheshire County,42.811235,-72.019213,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33213,33009,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3304040,Kearsarge Regional School District,33,114 Cougar Court,New London,NH,03257,33,33013,Merrimack County,43.417264,-71.986385,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33607,33005,2023-2024,43,0,0,0,0,0,0,0,0,0,0,49.01,50.99
3304050,Keene School District,33,193 Maple Avenue,Keene,NH,03431,33,33005,Cheshire County,42.956246,-72.312598,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33202,33010,2023-2024,32,0,0,0,0,0,0,0,100,0,0,0,0
3304080,Kensington School District,33,30 Linden St.,Exeter,NH,03833,33,33015,Rockingham County,42.975703,-70.956147,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33711,33024,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3304140,Laconia School District,33,39 Harvard Street,Laconia,NH,03247,33,33001,Belknap County,43.530228,-71.474283,29060,"Laconia, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33005,33002,2023-2024,32,0,0,0,0,0,0,0,100,0,0,0,0
3304150,Lafayette Regional School District,33,262 Cottage Street,Littleton,NH,03561,33,33009,Grafton County,44.298341,-71.769333,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33401,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3304170,Landaff School District,33,262 Cottage Street,Littleton,NH,03561,33,33009,Grafton County,44.298341,-71.769333,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33401,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3304230,Lebanon School District,33,Seminary Hill School,West Lebanon,NH,03784,33,33009,Grafton County,43.642903,-72.308621,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33413,33005,2023-2024,33,0,0,0,0,0,0,0,0,100,0,0,0
3304260,Lincoln-Woodstock Cooperative School District,33,78 Main Street,Lincoln,NH,03251,33,33009,Grafton County,44.04081,-71.671764,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33403,33003,2023-2024,33,0,0,0,0,0,0,0,0,100,0,0,0
3304290,Lisbon Regional School District,33,262 Cottage Street,Littleton,NH,03561,33,33009,Grafton County,44.298341,-71.769333,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33401,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3304350,Litchfield School District,33,1 Highlander Court,Litchfield,NH,03052,33,33011,Hillsborough County,42.825306,-71.445245,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33514,33018,2023-2024,22,0,0,0,0,100,0,0,0,0,0,0,0
3304380,Littleton School District,33,65 Maple St.,Littleton,NH,03561,33,33009,Grafton County,44.309057,-71.774887,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33401,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3304410,Londonderry School District,33,6A Kitty Hawk Landing,Londonderry,NH,03053,33,33015,Rockingham County,42.925129,-71.415705,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33716,33014,2023-2024,22,0,0,0,0,100,0,0,0,0,0,0,0
3304500,Lyme School District,33,38 Union Street,Lyme,NH,03768,33,33009,Grafton County,43.8103,-72.160209,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33412,33005,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3304560,Madison School District,33,881A Tamworth Road,Tamworth,NH,03886,33,33003,Carroll County,43.83629,-71.264982,N,N,0,N,N,3301,33103,33003,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3304590,Manchester School District,33,20 Hecker Street,Manchester,NH,03102,33,33011,Hillsborough County,42.986921,-71.474726,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33522,33020,2023-2024,12,0,100,0,0,0,0,0,0,0,0,0,0
3304620,Marlborough School District,33,193 Maple Avenue,Keene,NH,03431,33,33005,Cheshire County,42.956246,-72.312598,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33202,33010,2023-2024,32,0,0,0,0,0,0,0,100,0,0,0,0
3304650,Marlow School District,33,193 Maple Avenue,Keene,NH,03431,33,33005,Cheshire County,42.956246,-72.312598,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33202,33010,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3304670,Mascenic Regional School District,33,16 School Street,Greenville,NH,03048,33,33011,Hillsborough County,42.765204,-71.812257,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33536,33012,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3304680,Mascoma Valley Regional School District,33,547 US Route 4,Enfield,NH,03748,33,33009,Grafton County,43.644354,-72.119284,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33416,33005,2023-2024,41,0,0,0,0,0,0,0,0,19.81,58.6,21.58,0
3304740,Merrimack School District,33,36 McElwain St.,Merrimack,NH,03054,33,33011,Hillsborough County,42.86185,-71.497961,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33512,33011,2023-2024,22,0,0,0,0,85.55,0,0,0,0,14.45,0,0
3304760,Merrimack Valley School District,33,105 Community Dr.,Penacook,NH,03303,33,33013,Merrimack County,43.275458,-71.592557,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33615,33015,2023-2024,31,0,0,0,0,0,0,69.98,0,0,23.02,7,0
3304770,Middleton School District,33,C/O Governor Wentworth Regional School D,Wolfeboro Falls,NH,03896,33,33003,Carroll County,43.603676,-71.21224,N,N,0,N,N,3301,33106,33003,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3304800,Milan School District,33,123 Main St.,Gorham,NH,03581,33,33007,Coos County,44.388999,-71.178215,N,N,0,N,N,3302,33306,33001,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3304830,Milford School District,33,100 West St.,Milford,NH,03055,33,33011,Hillsborough County,42.828978,-71.659448,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33543,33011,2023-2024,22,0,0,0,0,70.01,0,0,0,0,29.99,0,0
3304890,Monadnock Regional School District,33,Monadnock Reg. School District,Swanzey,NH,03446,33,33005,Cheshire County,42.87374,-72.281128,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33210,33010,2023-2024,41,0,0,0,0,0,0,0,0,0,60.52,39.48,0
3304920,Monroe School District,33,77 Woodsville Rd.,Monroe,NH,03771,33,33009,Grafton County,44.25855,-72.052147,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33401,33001,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3304950,Mont Vernon School District,33,1 School St.,Amherst,NH,03031,33,33011,Hillsborough County,42.864231,-71.626908,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33534,33011,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3304960,Moultonborough School District,33,25 Blake Rd,Moultonborough,NH,03254,33,33003,Carroll County,43.750823,-71.396094,N,N,0,N,N,3301,33103,33003,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3304980,Nashua School District,33,141 Ledge St.,Nashua,NH,03061,33,33011,Hillsborough County,42.754935,-71.485358,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33503,33013,2023-2024,13,0,0,100,0,0,0,0,0,0,0,0,0
3305010,Nelson School District,33,193 Maple Avenue,Keene,NH,03431,33,33005,Cheshire County,42.956246,-72.312598,28300,"Keene, NH",2,313,"Keene-Brattleboro, NH-VT",3302,33202,33010,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3305040,New Boston School District,33,11 School St.,Goffstown,NH,03045,33,33011,Hillsborough County,43.019567,-71.598611,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33529,33016,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3305070,New Castle School District,33,48 Post Rd.,Greenland,NH,03840,33,33015,Rockingham County,43.034645,-70.83264,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33724,33024,2023-2024,23,0,0,0,0,0,100,0,0,0,0,0,0
3305190,Newfields School District,33,30 Linden St.,Exeter,NH,03833,33,33015,Rockingham County,42.975703,-70.956147,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33711,33024,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3305220,Newfound Area School District,33,20 North Main St.,Bristol,NH,03222,33,33009,Grafton County,43.591783,-71.737046,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33410,33007,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3305250,Newington School District,33,48 Post Rd.,Greenland,NH,03840,33,33015,Rockingham County,43.034645,-70.83264,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33724,33024,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3305280,Newmarket School District,33,186A Main St.,Newmarket,NH,03857,33,33015,Rockingham County,43.077356,-70.939796,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33710,33021,2023-2024,23,0,0,0,0,0,100,0,0,0,0,0,0
3305310,Newport School District,33,86 North Main Street,Newport,NH,03773,33,33019,Sullivan County,43.367466,-72.176337,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33903,33008,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3305370,North Hampton School District,33,2 Alumni Dr.,Hampton,NH,03842,33,33015,Rockingham County,42.932693,-70.832789,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33729,33024,2023-2024,41,0,0,0,0,0,0,0,0,0,100,0,0
3305400,Northumberland School District,33,15 Preble St.,Groveton,NH,03582,33,33007,Coos County,44.599538,-71.514273,N,N,0,N,N,3302,33301,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3305430,Northwood School District,33,Greenbriar Building,Northwood,NH,03261,33,33015,Rockingham County,43.19256,-71.149633,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33701,33017,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3305460,Nottingham School District,33,130 Stage Rd.,NOTTINGHAM,NH,03290,33,33015,Rockingham County,43.116751,-71.102398,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33701,33017,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3305520,Oyster River Coop School District,33,36 Coe Dr.,Durham,NH,03824,33,33017,Strafford County,43.138758,-70.919643,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33810,33021,2023-2024,31,0,0,0,0,0,0,70.2,0,0,29.8,0,0
3305550,Pelham School District,33,59A Marsh Road,Pelham,NH,03076,33,33011,Hillsborough County,42.727062,-71.326736,31700,"Manchester-Nashua, NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33501,33022,2023-2024,22,0,0,0,0,100,0,0,0,0,0,0,0
3305580,Pembroke School District,33,Pembroke Academy,Pembroke,NH,03275,33,33013,Merrimack County,43.146534,-71.456602,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33612,33017,2023-2024,22,0,0,0,0,76.58,0,0,0,0,23.42,0,0
3305670,Piermont School District,33,2975 Dartmouth College Hwy.,N. Haverhill,NH,03774,33,33009,Grafton County,44.095898,-72.025665,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33405,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3305700,Pittsburg School District,33,21 Academy St.,Colebrook,NH,03576,33,33007,Coos County,44.894225,-71.494738,N,N,0,N,N,3302,33303,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3305730,Pittsfield School District,33,23 Oneida Street Unit 1,Pittsfield,NH,03263,33,33013,Merrimack County,43.303623,-71.316728,18180,"Concord, NH",2,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33613,33017,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3305760,Plainfield School District,33,92 Bonner Rd.,Meriden,NH,03770,33,33019,Sullivan County,43.542382,-72.267511,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33902,33005,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3305790,Plymouth School District,33,47 Old Ward Bridge Rd.,Plymouth,NH,03264,33,33009,Grafton County,43.764272,-71.703019,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33408,33005,2023-2024,33,0,0,0,0,0,0,0,0,100,0,0,0
3305820,Portsmouth School District,33,1 Junkins Avenue,Portsmouth,NH,03801,33,33015,Rockingham County,43.071054,-70.753657,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33722,33021,2023-2024,23,0,0,0,0,0,100,0,0,0,0,0,0
3305830,Profile School District,33,262 Cottage Street,Littleton,NH,03561,33,33009,Grafton County,44.298341,-71.769333,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33401,33001,2023-2024,43,0,0,0,0,0,0,0,0,0,0,0,100
3305880,Raymond School District,33,43 Harriman Hill Rd.,Raymond,NH,03077,33,33015,Rockingham County,43.048118,-71.177088,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33704,33016,2023-2024,31,0,0,0,0,0,0,66.22,0,0,33.78,0,0
3305940,Rochester School District,33,150 Wakefield St.,Rochester,NH,03867,33,33017,Strafford County,43.315894,-70.979927,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33802,33006,2023-2024,23,0,0,0,0,0,100,0,0,0,0,0,0
3305970,Rollinsford School District,33,51 West High Street,SOMERSWORTH,NH,03878,33,33017,Strafford County,43.25904,-70.872251,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33812,33004,2023-2024,31,0,0,0,0,0,0,100,0,0,0,0,0
3306000,Rumney School District,33,47 Old Ward Bridge Rd.,Plymouth,NH,03264,33,33009,Grafton County,43.764272,-71.703019,30150,"Lebanon-Claremont, NH-VT",2,N,N,3302,33408,33005,2023-2024,42,0,0,0,0,0,0,0,0,0,0,100,0
3306030,Rye School District,33,48 Post Rd.,Greenland,NH,03840,33,33015,Rockingham County,43.034645,-70.83264,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3301,33724,33024,2023-2024,23,0,0,0,0,0,100,0,0,0,0,0,0
3306060,Salem School District,33,38 Geremonty Dr.,Salem,NH,03079,33,33015,Rockingham County,42.781914,-71.212798,14460,"Boston-Cambridge-Newton, MA-NH",1,148,"Boston-Worcester-Providence, MA-RI-NH",3302,33725,33022,2023-2024,21,0,0,0,100,0,0,0,0,0,0,0,0
